number_of_server,distance,server_0,server_1,server_2,server_3,reward
2,0.2886688012785054,0.0,0.0,0.5484325884781037,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,0.9667659218114371,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.3859325884781037,0.0,0.4284905160318305
2,0.2886688012785054,0.0,0.0,1.8075992551447704,0.0,0.13654839820108242
2,0.2886688012785054,0.0,0.0,2.2300992551447703,0.0,0.0015000000000000002
2,0.2886688012785054,0.0,0.0,2.65259925514477,0.0,0.0015000000000000002
2,0.2886688012785054,0.0,0.0,1.076765921811437,0.0,0.6491984108536444
2,0.2886688012785054,0.0,0.0,1.501765921811437,0.0,0.3571831346271342
2,0.2886688012785054,0.0,0.0,0.5628663395028105,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,0.9911996728361439,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,0.5665949706015783,0.0,0.7014999999999999
3,0.2886688012785054,0.0,0.0,0.5665949706015783,0.6569283039349115,0.7014999999999999
2,0.46067716907866013,0.0,0.0,0.6723585850101951,0.0,0.7014999999999999
2,0.46067716907866013,0.0,0.0,1.111525251676862,0.0,0.6316742605164295
2,0.2886688012785054,0.0,0.0,0.5788777290748374,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.0263777290748375,0.0,0.6926081089524275
2,0.2886688012785054,0.0,0.0,0.5867730268402717,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.0392730268402717,0.0,0.6910260918977135
2,0.2886688012785054,0.0,0.0,0.5919938208814298,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.0478271542147632,0.0,0.6904568320382526
2,0.2886688012785054,0.0,0.0,0.595152650490487,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.0526526504904872,0.0,0.6883185998601844
2,0.2886688012785054,0.0,0.0,0.6048463808443995,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.0706797141777329,0.0,0.680739524350397
2,0.2886688012785054,0.0,0.0,1.5415130475110663,0.0,0.3681591213306842
2,0.2886688012785054,0.0,0.0,2.013179714177733,0.0,0.05651124348777621
2,0.2886688012785054,0.0,0.0,0.615198940807369,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.090198940807369,0.0,0.6745148130790555
2,0.2886688012785054,0.0,0.0,0.6175244370830928,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.1033577704164261,0.0,0.6721588747173068
2,0.2886688012785054,0.0,0.0,0.6326134652024396,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.1342801318691063,0.0,0.6547625853422461
2,0.2886688012785054,0.0,0.0,1.6376134652024397,0.0,0.3296815098048889
2,0.2886688012785054,0.0,0.0,2.140946798535773,0.0,0.007045237040187162
1,0.2886688012785054,0.0,0.748229557009032,2.140946798535773,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.748229557009032,2.645946798535773,0.0,0.0015000000000000002
2,0.2886688012785054,0.0,0.0,0.6491946562641768,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.1550279895975102,0.0,0.6475955329376777
2,0.2886688012785054,0.0,0.0,0.6608613229308435,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.1675279895975104,0.0,0.6402048573845649
2,0.2886688012785054,0.0,0.0,0.6750279895975104,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.1825279895975105,0.0,0.6322272734426259
2,0.2886688012785054,0.0,0.0,1.6908613229308438,0.0,0.3058089483785852
2,0.2886688012785054,0.0,0.0,2.205861322930844,0.0,0.0015000000000000002
2,0.2886688012785054,0.0,0.0,1.720861322930844,0.0,0.2900888771200426
2,0.2886688012785054,0.0,0.0,2.240861322930844,0.0,0.0015000000000000002
2,0.2886688012785054,0.0,0.0,1.765861322930844,0.0,0.26480849563117925
2,0.2886688012785054,0.0,0.0,2.2916946562641773,0.0,0.0015000000000000002
2,0.2886688012785054,0.0,0.0,0.6776241227456915,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.2109574560790248,0.0,0.6212501704246174
2,0.2886688012785054,0.0,0.0,0.690740214552284,0.0,0.7014999999999999
2,0.2886688012785054,0.0,0.0,1.2324068812189508,0.0,0.6117804724446868
2,0.2886688012785054,0.0,0.0,1.7807402145522842,0.0,0.2666890713979395
2,0.2886688012785054,0.0,0.0,2.3340735478856174,0.0,0.0015000000000000002
2,0.2886688012785054,0.0,0.0,2.8890735478856175,0.0,0.0015000000000000002
