count,reward,mean_reward
491,342.8834729630209,0.6983370121446454
717,476.55350466656984,0.6646492394233889
593,412.28626842500523,0.6952550900927575
710,487.8380275032508,0.6870958133848604
762,518.2993081801308,0.6801828191340299
837,578.3842782305641,0.6910206430472688
813,559.7697445837789,0.6885236710747588
766,520.2045055451013,0.6791181534531348
830,576.918362956942,0.6950823650083638
725,497.56817632242775,0.686300932858521
709,478.16311123948435,0.674419056755267
689,452.75607256429623,0.6571205697595011
801,552.5703327948987,0.6898506027401982
878,593.1273937290979,0.6755437286208404
764,501.0955856922158,0.6558842744662511
854,511.3727137998085,0.598797088758558
1010,664.9510648717461,0.6583673909621248
1123,639.7425082107719,0.569672758869788
1229,752.1885335845221,0.6120329809475363
1363,809.090661071837,0.5936101695317952
1032,650.9665458271159,0.630781536654182
1004,668.7298298781208,0.66606556760769
1105,708.2845466999681,0.6409814902262155
901,600.5736577578216,0.6665634381329874
877,601.4713142288483,0.6858281804205796
1079,713.8237415436713,0.6615604648226796
981,652.9353579141352,0.665581404601565
893,606.1760990157318,0.6788086215181767
1392,509.07072649593727,0.36571172880455266
1513,788.8536259691048,0.5213837580760772
1286,702.9956345313653,0.5466529039901752
1128,654.5643862018774,0.5802875764201041
1334,742.1733382813583,0.5563518277971201
1180,722.4996292866181,0.6122878214293374
1273,735.3862505090352,0.5776796940369483
1156,640.9511037665612,0.5544559721164024
1224,691.2805158448956,0.5647716632719735
1068,649.6440502953621,0.6082809459694403
1249,760.8114881666703,0.6091364997331228
1355,555.9267835284279,0.41027806902467007
1187,759.9667101904801,0.640241541862241
1386,723.8094070824033,0.5222290094389633
1309,687.6965826241607,0.5253602617449661
1240,578.935167916395,0.46688319993257665
1320,700.429521542083,0.5306284254106689
1229,704.2570282614652,0.5730325697815014
1278,696.1946851061592,0.544753274730954
1117,652.2289211087758,0.5839112991126014
1038,579.3221378201109,0.5581138129288159
1299,662.7049660592091,0.5101654858038561
1610,631.9788822687658,0.3925334672476806
1302,748.7739344423943,0.5750951877437744
1155,642.9991139954534,0.5567091896064532
1191,695.7500152618961,0.5841729767102403
1286,687.693507630329,0.5347538939582652
1281,684.2701214570941,0.53416871308126
1321,660.0846398250327,0.49968557140426395
1444,725.9049488505624,0.5027042582067607
1613,651.9802309988876,0.4042034910098497
1365,638.6496174418274,0.4678751776130604
1170,665.5770551793946,0.5688692779311065
1359,696.8052201494775,0.5127337896611314
1225,714.8777705613935,0.5835736902541988
1715,522.4019766622619,0.3046075665669165
1213,754.752152945244,0.622219417102427
1374,735.7483695491866,0.5354791626995535
1507,784.9753815463905,0.5208861191415995
1350,717.4833313019662,0.5314691342977528
1222,698.5955194791869,0.571682094500153
1071,607.6983761040756,0.5674121158768213
1368,625.0407062696966,0.45690110107433957
1509,687.7168963219228,0.45574347006091637
1736,666.4591340988702,0.38390503116294367
1106,690.1516802307392,0.6240069441507587
1210,701.4032210102455,0.5796720834795417
1726,585.9925429951028,0.33950900521153116
1736,779.2589325384404,0.4488818735820509
1841,565.8451588419309,0.30735750072891416
1593,641.9351496941447,0.4029724731287788
1056,650.4872780153268,0.615991740544817
1187,705.2390716440971,0.5941356964145721
1092,628.7935511197304,0.5758182702561634
1647,662.1835401004441,0.4020543655740402
1267,620.749772934278,0.4899366795061389
1474,665.536726563255,0.4515174535707293
1611,563.6618076467698,0.3498831828968155
1537,678.445790333172,0.4414091023638074
1360,639.9607694090191,0.4705593892713376
1526,693.8893375142075,0.45471123035007044
2000,404.33178087077806,0.20216589043538902
1604,606.5922997699591,0.3781747504800244
1562,746.1292974485075,0.4776756065611444
1496,683.3833351489275,0.4568070422118499
1704,730.3210702385343,0.42859217737003186
1349,709.9771851876943,0.5262988770850218
1212,727.0258762951013,0.5998563335768162
1296,656.3118575713593,0.506413470348271
1744,665.643493957767,0.3816763153427563
1187,704.4987021167,0.5935119647149958
1242,722.1367468179096,0.581430552993486
