episode,episode_step,total_reward,mean_reward,loss,mse,mae,mean_q
1,750,281.8666626878377,0.3758222169171169,0.061088191856915594, 4.318355497350874,1.287099706808027,2.129173628895144
2,547,386.5388231488944,0.7066523275116899,0.016297541558742523, 12.846004486083984,2.6847591400146484,3.6785573959350586
3,783,696.3349776488232,0.8893167019780628,0.013355182483792305, 10.166403770446777,2.308069944381714,3.2076661586761475
4,636,537.2171497927386,0.8446810531332368,0.01362123154103756, 7.9798078536987305,2.177135944366455,3.025566339492798
5,591,531.9860944372451,0.900145675866743,0.015642834827303886, 7.781608581542969,2.252673625946045,3.1190903186798096
6,806,605.7776868292245,0.7515852193910975,0.018597278743982315, 8.37741756439209,2.4157397747039795,3.3259847164154053
7,695,608.7625268669856,0.8759173048445835,0.02141823060810566, 9.409749984741211,2.610339879989624,3.5816245079040527
8,563,517.9529080314073,0.9199874032529437,0.02536970190703869, 10.687196731567383,2.800285816192627,3.8280885219573975
9,873,638.0631831834501,0.7308856622949027,0.0305098257958889, 11.76995849609375,2.963205575942993,4.035003662109375
10,910,540.7809299093682,0.5942647581421628,0.03398019075393677, 13.668188095092773,3.177394151687622,4.312636852264404
11,947,673.6547980894393,0.7113567033679401,0.0394735261797905, 15.5001220703125,3.3781745433807373,4.593503475189209
12,615,497.0021362401378,0.8081335548620127,0.048865411430597305, 17.00602149963379,3.5369505882263184,4.802090167999268
13,841,612.9934462809525,0.728886380833475,0.04496372863650322, 18.7381534576416,3.70231032371521,5.021435737609863
14,837,579.847684087574,0.6927690371416654,0.05885973200201988, 20.346771240234375,3.8577346801757812,5.23952054977417
15,992,628.6523660519024,0.6337221431974822,0.05975256487727165, 21.906484603881836,4.0031657218933105,5.436412334442139
16,919,482.2288619937018,0.5247321675665961,0.08202807605266571, 31.268171310424805,4.685471534729004,6.342456817626953
17,779,463.88419173509135,0.595486767310772,0.09155266731977463, 36.12611389160156,5.054858207702637,6.844258785247803
18,816,563.4230775139442,0.6904694577376768,0.09873886406421661, 40.0987434387207,5.332076549530029,7.193568229675293
19,900,635.3724047427697,0.7059693386030775,0.08392783254384995, 40.35209274291992,5.377760887145996,7.26950740814209
20,902,622.6394425641095,0.6902876303371501,0.10808636248111725, 42.83253479003906,5.555686950683594,7.521977424621582
21,961,709.3538975735894,0.7381414126676269,0.09288109093904495, 42.944236755371094,5.597282409667969,7.569958686828613
22,883,709.3018397674025,0.8032863417524377,0.08203285932540894, 40.17181396484375,5.438459873199463,7.33404541015625
23,1091,580.4263752247904,0.5320131761913752,0.09610101580619812, 41.49257278442383,5.442651271820068,7.333953380584717
24,834,579.2815514604004,0.6945821959956838,0.10111027956008911, 62.92005157470703,6.293940544128418,8.474787712097168
25,926,680.9224894937634,0.735337461656332,0.07267224043607712, 61.148345947265625,6.268254280090332,8.442461967468262
26,809,578.0972872533828,0.7145825553193854,0.143154114484787, 58.32887649536133,6.187333583831787,8.346217155456543
27,1035,687.8855899774394,0.6646237584323086,0.09104779362678528, 55.45638656616211,6.095118045806885,8.214964866638184
28,1067,626.1951282085232,0.5868745344034895,0.11936748772859573, 53.746089935302734,6.073615550994873,8.187715530395508
29,1027,416.8444003654862,0.40588549207934393,0.11191990226507187, 50.13393020629883,5.9713850021362305,8.03193187713623
30,1101,546.6036700508982,0.49646109904713737,0.1182534396648407, 57.047122955322266,6.380231857299805,8.574626922607422
31,1051,553.2120171980974,0.5263672856309205,0.11699461936950684, 67.1408920288086,6.92391300201416,9.293554306030273
32,1018,667.3833405374753,0.6555828492509581,0.09506569802761078, 69.94268035888672,7.134293556213379,9.60004711151123
33,1182,780.6233500682453,0.6604258460814257,0.10034544765949249, 66.91506958007812,7.03456974029541,9.474104881286621
34,1095,712.5495959323047,0.6507302245957121,0.09267674386501312, 59.28070831298828,6.634405136108398,8.931015968322754
35,986,725.512396646141,0.7358137897019686,0.07999318093061447, 50.93063735961914,6.158243656158447,8.294327735900879
36,1358,618.466706893444,0.4554246737065125,0.08752668648958206, 42.604095458984375,5.633938789367676,7.577239990234375
37,1252,360.3649212416833,0.2878314067425585,0.1255231350660324, 66.14888763427734,6.457866668701172,8.697189331054688
38,1005,353.1140862988026,0.35135729979980357,0.14674071967601776, 86.52457427978516,7.381504535675049,9.913895606994629
39,1024,378.7293728174618,0.36985290314205255,0.11751009523868561, 93.86172485351562,7.900711536407471,10.597326278686523
40,1099,399.5439498031486,0.3635522746161498,0.10432083159685135, 89.62793731689453,7.8981547355651855,10.607320785522461
41,1119,398.32808834388055,0.3559679073671855,0.06157465651631355, 78.55917358398438,7.490384578704834,10.079058647155762
42,1194,449.3974904820078,0.37637980777387586,0.0716790184378624, 59.848854064941406,6.536449909210205,8.809192657470703
43,1411,386.3262126726591,0.2737960401648895,0.04330269619822502, 40.49260711669922,5.397563457489014,7.285284996032715
44,1349,389.06590405198983,0.2884106034484728,0.09158242493867874, 82.07049560546875,6.646236896514893,8.947625160217285
45,1457,377.10603833644115,0.2588236364697606,0.06241133436560631, 90.28133392333984,7.225987434387207,9.726391792297363
46,1329,380.80038421436666,0.2865315155864309,0.09301921725273132, 144.3072509765625,9.352845191955566,12.55057144165039
47,1613,448.592054227384,0.2781103869977582,0.10700234025716782, 180.76974487304688,11.029284477233887,14.76924991607666
48,1455,372.9166791126012,0.2563001231014441,0.08769471198320389, 178.10467529296875,11.260647773742676,15.081024169921875
49,1276,332.4926395401873,0.2605741689186421,0.0994628295302391, 185.66802978515625,11.734392166137695,15.70340347290039
