count,reward,mean_reward
490,333.25538730396147,0.6801130353142071
486,341.0372448396951,0.7017227260076031
532,317.6840565329486,0.5971504822047906
654,393.4203220839086,0.6015601255105636
624,470.7595809881456,0.7544224054297205
584,366.18805147297195,0.6270343347139931
462,282.53167155793665,0.6115404146275685
844,433.32767764743863,0.5134214190135529
852,540.112942188561,0.633935378155588
732,525.0798679253763,0.7173222239417709
680,515.3820483411511,0.7579147769722809
708,425.68882876350034,0.6012554078580513
474,382.0465831542273,0.8060054496924626
694,461.61204837402954,0.6651470437666132
646,450.6096528968667,0.6975381623790506
612,387.96801883092934,0.6339346712923682
686,507.2447656143274,0.7394238565806521
782,500.16154697677166,0.6395927710700405
880,514.0262682465526,0.5841207593710825
762,490.4761002633867,0.6436694229178302
948,521.6151252742707,0.5502269253948003
778,548.0901394971814,0.704486040484809
740,458.7362030213516,0.6199137878666914
910,610.5181437402618,0.6708990590552328
916,589.2681039812763,0.6433057903725724
760,528.1221547270543,0.6948975720092819
792,530.7886792704566,0.6701877263515865
766,499.0173912918743,0.651458735367982
800,503.13249255495924,0.628915615693699
618,479.0159649407499,0.7751067393863267
860,618.3765370286146,0.7190424849169937
966,577.4513305750932,0.5977757045290819
926,537.1814883295368,0.5801095986280095
862,498.1538383467162,0.5779046848569793
724,393.11113970326255,0.5429711874354455
958,488.9984892281978,0.5104368363551125
810,485.03009921752937,0.5988025916265795
826,519.1409678262596,0.6284999610487404
1026,552.4974704255106,0.5384965598689188
1004,547.5649527289819,0.5453834190527708
1284,541.7978346200257,0.4219609303894281
1044,643.1073553369928,0.6160032139243226
896,574.8016668008884,0.6415197174117058
904,550.9744790176329,0.6094850431610983
1072,609.7909413710995,0.568834833368563
1082,561.7268942086836,0.519156094462739
1268,549.7341002072004,0.43354424306561545
1134,730.7452193573059,0.6443961369993879
1018,563.647820394536,0.5536815524504283
1064,574.5236673607108,0.5399658527826229
740,459.72303745383186,0.6212473479105836
842,446.3390282912094,0.5300938578280396
1134,572.4178271257631,0.5047776253313607
1132,620.4122961925757,0.5480673994634061
1394,619.7762836670307,0.44460278598782693
1166,747.1204403466262,0.6407550946369007
1028,684.6391212431939,0.6659913630770369
756,487.0777162474313,0.6442826934489831
940,495.82707271417416,0.527475609270398
1116,612.8413974357213,0.5491410371287826
1104,615.6139943847768,0.5576213717253413
1084,628.0466632991916,0.579378840681911
868,511.1600414620459,0.5888940569839238
642,425.9874395334021,0.6635318372794425
532,423.0601076726042,0.7952257663018876
610,448.61568414838655,0.7354355477842403
842,546.2670413172685,0.6487732082152833
876,578.7741669729102,0.6607011038503541
228,192.67743331977647,0.8450764619288441
1060,380.15594834122294,0.3586376871143613
1366,604.1245451562806,0.44225808576594483
1018,634.8092731439568,0.6235847476856158
1272,541.3194062548142,0.4255655709550426
1090,568.4061560302472,0.5214735376424287
1280,575.2794921697392,0.44943710325760877
1374,734.1332828091124,0.53430369927883
1296,680.4730008727821,0.5250563278339369
1460,771.0055884597529,0.5280860194929814
1462,761.1330862523042,0.5206108661096472
1466,758.4241666446254,0.5173425420495399
1298,783.9349503437813,0.6039560480306482
1552,730.2680981747019,0.4705335684115347
1282,783.5356070769049,0.6111822208088181
1236,731.9140618884908,0.5921634804923065
1158,685.5285268815628,0.591993546529847
1240,669.4262836979037,0.5398599062079869
1304,765.6121197108264,0.5871258586739466
1230,669.664670947793,0.5444428219087748
1324,720.112632354636,0.5438917162799366
1340,710.0937891616178,0.5299207381803118
1070,683.1228772675303,0.6384325955771311
1082,672.7792521792472,0.6217922848237035
1190,698.246796442251,0.5867620138170176
494,295.08058883094367,0.5973291271881451
894,523.1904656569816,0.5852242345156393
1188,637.9433875183793,0.5369893834329792
1184,717.1404000641759,0.605692905459608
1114,764.4470439002596,0.6862181722623515
1252,615.4958538100276,0.49161010687701884
1516,553.720178955936,0.3652507776754195
