1995-07-01 00:00:00,602
1995-07-01 00:05:00,534
1995-07-01 00:10:00,484
1995-07-01 00:15:00,564
1995-07-01 00:20:00,638
1995-07-01 00:25:00,688
1995-07-01 00:30:00,652
1995-07-01 00:35:00,722
1995-07-01 00:40:00,638
1995-07-01 00:45:00,410
1995-07-01 00:50:00,626
1995-07-01 00:55:00,572
1995-07-01 01:00:00,482
1995-07-01 01:05:00,506
1995-07-01 01:10:00,512
1995-07-01 01:15:00,428
1995-07-01 01:20:00,534
1995-07-01 01:25:00,396
1995-07-01 01:30:00,468
1995-07-01 01:35:00,550
1995-07-01 01:40:00,648
1995-07-01 01:45:00,492
1995-07-01 01:50:00,492
1995-07-01 01:55:00,500
1995-07-01 02:00:00,514
1995-07-01 02:05:00,432
1995-07-01 02:10:00,448
1995-07-01 02:15:00,340
1995-07-01 02:20:00,356
1995-07-01 02:25:00,380
1995-07-01 02:30:00,308
1995-07-01 02:35:00,358
1995-07-01 02:40:00,402
1995-07-01 02:45:00,268
1995-07-01 02:50:00,318
1995-07-01 02:55:00,412
1995-07-01 03:00:00,268
1995-07-01 03:05:00,416
1995-07-01 03:10:00,318
1995-07-01 03:15:00,286
1995-07-01 03:20:00,230
1995-07-01 03:25:00,324
1995-07-01 03:30:00,286
1995-07-01 03:35:00,216
1995-07-01 03:40:00,294
1995-07-01 03:45:00,288
1995-07-01 03:50:00,208
1995-07-01 03:55:00,334
1995-07-01 04:00:00,286
1995-07-01 04:05:00,188
1995-07-01 04:10:00,344
1995-07-01 04:15:00,194
1995-07-01 04:20:00,264
1995-07-01 04:25:00,176
1995-07-01 04:30:00,326
1995-07-01 04:35:00,276
1995-07-01 04:40:00,208
1995-07-01 04:45:00,210
1995-07-01 04:50:00,210
1995-07-01 04:55:00,282
1995-07-01 05:00:00,224
1995-07-01 05:05:00,162
1995-07-01 05:10:00,182
1995-07-01 05:15:00,160
1995-07-01 05:20:00,228
1995-07-01 05:25:00,274
1995-07-01 05:30:00,214
1995-07-01 05:35:00,202
1995-07-01 05:40:00,256
1995-07-01 05:45:00,292
1995-07-01 05:50:00,214
1995-07-01 05:55:00,278
1995-07-01 06:00:00,254
1995-07-01 06:05:00,334
1995-07-01 06:10:00,158
1995-07-01 06:15:00,182
1995-07-01 06:20:00,302
1995-07-01 06:25:00,308
1995-07-01 06:30:00,316
1995-07-01 06:35:00,288
1995-07-01 06:40:00,230
