datetime,request_count
7/2/1995 8:30,155
7/2/1995 8:35,108
7/2/1995 8:40,89
7/2/1995 8:45,126
7/2/1995 8:50,147
7/2/1995 8:55,132
7/2/1995 9:00,119
7/2/1995 9:05,162
7/2/1995 9:10,137
7/2/1995 9:15,101
7/2/1995 9:20,165
7/2/1995 9:25,125
7/2/1995 9:30,181
7/2/1995 9:35,162
7/2/1995 9:40,213
7/2/1995 9:45,157
7/2/1995 9:50,187
7/2/1995 9:55,186
7/2/1995 10:00,155
7/2/1995 10:05,126
7/2/1995 10:10,169
7/2/1995 10:15,151
7/2/1995 10:20,188
7/2/1995 10:25,222
7/2/1995 10:30,143
7/2/1995 10:35,212
7/2/1995 10:40,159
7/2/1995 10:45,202
7/2/1995 10:50,193
7/2/1995 10:55,204
7/2/1995 11:00,151
7/2/1995 11:05,172
7/2/1995 11:10,202
7/2/1995 11:15,179
7/2/1995 11:20,187
7/2/1995 11:25,191
7/2/1995 11:30,186
7/2/1995 11:35,158
7/2/1995 11:40,247
7/2/1995 11:45,273
7/2/1995 11:50,181
7/2/1995 11:55,323
7/2/1995 12:00,350
7/2/1995 12:05,254
7/2/1995 12:10,287
7/2/1995 12:15,254
7/2/1995 12:20,167
7/2/1995 12:25,184
7/2/1995 12:30,275
7/2/1995 12:35,267
7/2/1995 12:40,281
7/2/1995 12:45,253
7/2/1995 12:50,296
7/2/1995 12:55,238
7/2/1995 13:00,206
7/2/1995 13:05,188
7/2/1995 13:10,171
7/2/1995 13:15,344
7/2/1995 13:20,262
7/2/1995 13:25,200
7/2/1995 13:30,291
7/2/1995 13:35,235
7/2/1995 13:40,185
7/2/1995 13:45,305
7/2/1995 13:50,230
7/2/1995 13:55,298
7/2/1995 14:00,244
7/2/1995 14:05,303
7/2/1995 14:10,274
7/2/1995 14:15,272
7/2/1995 14:20,213
7/2/1995 14:25,216
7/2/1995 14:30,250
7/2/1995 14:35,308
7/2/1995 14:40,284
7/2/1995 14:45,282
7/2/1995 14:50,205
7/2/1995 14:55,212
7/2/1995 15:00,203
7/2/1995 15:05,281
7/2/1995 15:10,278
7/2/1995 15:15,174
7/2/1995 15:20,282
7/2/1995 15:25,243
7/2/1995 15:30,180
7/2/1995 15:35,248
7/2/1995 15:40,193
7/2/1995 15:45,171
7/2/1995 15:50,272
7/2/1995 15:55,213
7/2/1995 16:00,183
7/2/1995 16:05,269
7/2/1995 16:10,208
7/2/1995 16:15,272
7/3/1995 8:00,285
7/3/1995 8:05,317
7/3/1995 8:10,297
7/3/1995 8:15,150
7/3/1995 8:20,299
7/3/1995 8:25,316
7/3/1995 8:30,332
