number_of_server,distance,server_0,server_1,server_2,server_3,reward
2,0.2886688012785054,0.0,0.0,0.5488278862435381,0.0,1
2,0.2886688012785054,0.0,0.0,0.9721612195768714,0.0,1
2,0.2886688012785054,0.0,0.0,1.3988278862435382,0.0,0.5985950638512195
2,0.2886688012785054,0.0,0.0,0.563920466877302,0.0,1
3,0.2886688012785054,0.0,0.0,0.0,0.6713777290748373,1
2,0.4632840451833094,0.0,0.0,0.7007737863017371,0.0,1
2,0.2886688012785054,0.0,0.0,0.6153734445316451,0.0,1
2,0.2886688012785054,0.0,0.0,0.6207687422970795,0.0,1
2,0.2886688012785054,0.0,0.0,0.6216020756304128,0.0,1
2,0.2886688012785054,0.0,0.0,0.6267338415522242,0.0,1
2,0.2886688012785054,0.0,0.0,0.6400671748855575,0.0,1
2,0.2886688012785054,0.0,0.0,0.6436640400625138,0.0,1
2,0.2886688012785054,0.0,0.0,1.1528307067291803,0.0,0.9218192051343831
2,0.2886688012785054,0.0,0.0,0.6521754296345406,0.0,1
2,0.2886688012785054,0.0,0.0,0.652307195556352,0.0,1
3,0.2886688012785054,0.0,0.0,0.0,0.7596789821489578,1
2,0.2886688012785054,0.0,0.0,0.6675742799143922,0.7596789821489578,1
2,0.2886688012785054,0.0,0.0,1.1959076132477255,0.7596789821489578,0.9140201081785377
2,0.2886688012785054,0.0,0.0,0.6773570383876514,0.0,1
2,0.2886688012785054,0.0,0.0,0.6827523361530856,0.0,1
2,0.2886688012785054,0.0,0.0,0.6884147182765601,0.0,1
2,0.2886688012785054,0.0,0.0,1.2292480516098934,0.0,0.9011281336568142
2,0.2886688012785054,0.0,0.0,0.7725813849432267,0.0,1
2,0.2886688012785054,0.0,0.0,0.6960927745152536,0.0,1
2,0.2886688012785054,0.0,0.0,0.7024531715358326,0.0,1
2,0.2886688012785054,0.0,0.0,0.7074531715358326,0.0,1
2,0.2886688012785054,0.0,0.0,1.2666198382024993,0.0,0.8933459797502927
2,0.2886688012785054,0.0,0.0,1.8291198382024993,0.0,0.40755224106385113
2,0.2886688012785054,0.0,0.0,0.7169723981654689,0.0,1
2,0.2886688012785054,0.0,0.0,0.7186390648321356,0.0,1
2,0.2886688012785054,0.0,0.0,0.7205692633424252,0.0,1
2,0.2886688012785054,0.0,0.0,1.304735930009092,0.0,0.8806470992497308
2,0.2886688012785054,0.0,0.0,0.7460535892272061,0.0,1
2,0.2886688012785054,0.0,0.0,0.7497822203259737,0.0,1
1,0.2886688012785054,0.0,0.87480144695561,0.7497822203259737,0.0,1
2,0.2886688012785054,0.0,0.87480144695561,1.3489488869926403,0.0,0.8519333373407423
2,0.2886688012785054,0.0,0.87480144695561,1.9597822203259736,0.0,0.33778177200767107
2,0.2886688012785054,0.0,0.87480144695561,2.5747822203259734,0.0,0
2,0.2886688012785054,0.0,0.0,2.1931155536593065,0.0,0.15450223640806596
2,0.2886688012785054,0.0,0.0,2.812282220325973,0.0,0
1,0.2886688012785054,0.0,0.9094438704206734,1.8122822203259732,0.0,1
