episode,episode_step,total_reward,mean_reward,loss,mse,mae,mean_q
1,750,488.3822042114817,0.6511762722819756,0.019071760254846547, 0.07472853867635786,0.18367334674534683,0.6056178492670047
2,547,366.1611848732547,0.6693988754538477,0.00194953300524503, 0.2741047441959381,0.3760460913181305,0.8930913805961609
3,783,542.5161867231617,0.692868693133029,0.0013109270948916674, 0.5789241194725037,0.5395169258117676,1.1250121593475342
4,636,441.63212092600844,0.6943901272421517,0.0015285832341760397, 0.8600984215736389,0.6582812666893005,1.3474035263061523
5,591,409.4177146842773,0.6927541703625674,0.0018755464116111398, 1.0752733945846558,0.7368966341018677,1.5058153867721558
6,806,545.7790660821365,0.677145243278085,0.001729689771309495, 1.2993316650390625,0.8091461062431335,1.6551560163497925
7,695,479.0388503889033,0.6892645329336738,0.002156635047867894, 1.5036547183990479,0.871633768081665,1.7841010093688965
8,563,387.4268280835708,0.6881471191537669,0.0024708800483494997, 1.6418554782867432,0.9111250042915344,1.871960163116455
9,873,526.6274926973911,0.6032388232501615,0.0024345279671251774, 1.7911800146102905,0.9516612887382507,1.960758090019226
10,910,561.8918092333781,0.6174635266300859,0.002665932523086667, 1.86063814163208,0.9600042104721069,1.9807544946670532
11,947,643.2734576304808,0.6792750344566851,0.002724836813285947, 1.9628218412399292,0.9846894145011902,2.0375194549560547
12,615,408.8591597604384,0.6648116418868917,0.003431999357417226, 2.0177671909332275,0.998327910900116,2.0714757442474365
13,841,534.9236830681122,0.6360566980595864,0.003073868341743946, 2.079303026199341,1.0127289295196533,2.0941879749298096
14,837,548.4774346504109,0.6552896471331074,0.0036800496745854616, 2.0876376628875732,1.0118118524551392,2.091672420501709
15,992,504.50170307180554,0.5085702651933524,0.004063368774950504, 2.1012706756591797,1.0149507522583008,2.100891590118408
16,919,497.68856183560337,0.5415544742498405,0.004573254846036434, 2.075330972671509,1.00408136844635,2.0849013328552246
17,779,465.12593291046375,0.5970807867913527,0.0064257108606398106, 2.0956361293792725,1.0050199031829834,2.0824615955352783
18,816,541.2601022825952,0.6633089488757294,0.004746583756059408, 2.0812690258026123,0.998313844203949,2.0849812030792236
19,900,557.0548547232107,0.6189498385813452,0.005094355437904596, 2.029003143310547,0.985545814037323,2.0659263134002686
20,902,580.0960376513797,0.6431219929616183,0.0055365897715091705, 2.011751413345337,0.9820644855499268,2.0454201698303223
21,961,641.0762631426524,0.6670928856843417,0.0054549588821828365, 2.0780069828033447,1.002680778503418,2.0782511234283447
22,883,557.4087189350523,0.6312669523613277,0.005868223961442709, 2.1913249492645264,1.044664978981018,2.14752459526062
23,1091,497.91229689117665,0.4563815736857714,0.005350252613425255, 2.1799228191375732,1.0315957069396973,2.107307195663452
24,834,561.0774305181349,0.6727547128514807,0.005737513769418001, 2.100781202316284,0.9992963671684265,2.0402252674102783
25,926,628.9493393863842,0.679210949661322,0.005605803802609444, 2.138026714324951,1.010575294494629,2.061110019683838
26,809,541.3392075287572,0.6691461156103303,0.00572590995579958, 2.14585280418396,1.014528751373291,2.0812816619873047
27,1035,661.4387012502667,0.6390712089374557,0.005450371187180281, 2.110595941543579,1.0054409503936768,2.0861799716949463
28,1067,553.6033785380544,0.5188410295576892,0.00627211295068264, 2.095757007598877,1.0084365606307983,2.0946249961853027
29,1027,615.1186720775202,0.5989471003675951,0.007233910728245974, 2.056523323059082,1.0095317363739014,2.122126340866089
30,1101,576.8157143973524,0.5239016479539985,0.00780912023037672, 1.9269968271255493,0.974021315574646,2.071640729904175
31,1051,652.0126674231964,0.6203736131524228,0.00837164930999279, 1.8021584749221802,0.9278818964958191,1.971704125404358
32,1018,637.086408025291,0.6258216188853546,0.008201660588383675, 1.8008722066879272,0.9273954033851624,1.9737231731414795
33,1182,691.9280616581952,0.5853875310137016,0.008308016695082188, 1.768078327178955,0.9209640026092529,1.9802260398864746
34,1095,633.5652657796886,0.5785984162371586,0.008419319987297058, 1.7773255109786987,0.927668035030365,1.9977468252182007
35,986,646.9735402632423,0.6561597771432478,0.008229566738009453, 1.8338358402252197,0.948441207408905,2.0454490184783936
36,1358,599.9278919176377,0.44177311628692023,0.010290510952472687, 1.7640012502670288,0.9370854496955872,2.0245561599731445
37,1252,646.6738471595363,0.516512657475668,0.011825758032500744, 1.5733476877212524,0.8678421378135681,1.8744592666625977
38,1005,634.5606277128401,0.6314036096645175,0.012948980554938316, 1.5990290641784668,0.8767542839050293,1.8695677518844604
39,1024,611.5543436685302,0.5972210387387991,0.012323400937020779, 1.6558191776275635,0.8944432735443115,1.8888075351715088
40,1099,641.0197386887708,0.583275467414714,0.011942201294004917, 1.6391832828521729,0.8875429034233093,1.8707125186920166
41,1119,655.759003487635,0.5860223444929714,0.010356093756854534, 1.8054167032241821,0.9428507089614868,1.968885898590088
42,1194,644.8569875225897,0.540081229080896,0.009402772411704063, 1.8552515506744385,0.9628002643585205,2.0251684188842773
43,1411,722.3647224029492,0.5119523192083268,0.011306443251669407, 1.6527642011642456,0.906963050365448,1.9546382427215576
44,1349,569.5667912090571,0.42221407799040556,0.012215593829751015, 1.4743890762329102,0.8497418761253357,1.8808408975601196
45,1457,537.9878626206839,0.3692435570491997,0.011824576184153557, 1.18443763256073,0.7289974689483643,1.641886591911316
46,1329,697.8336770277172,0.5250817735347759,0.012368611991405487, 1.096266508102417,0.7005953788757324,1.6000245809555054
47,1613,754.2060757988328,0.4675797122125436,0.012397403828799725, 1.134742259979248,0.7027778625488281,1.575356364250183
48,1455,555.762615866407,0.3819674335851595,0.015680305659770966, 1.1083436012268066,0.7205622792243958,1.6078295707702637
49,1276,618.8822695416724,0.4850174526188655,0.01627192460000515, 1.1531809568405151,0.752669095993042,1.695322871208191
50,1147,603.8199912324671,0.5264341684677133,0.01724930852651596, 1.0491042137145996,0.7238901257514954,1.6618068218231201
51,1141,673.7537921600142,0.5904941210867785,0.01554911583662033, 1.0582562685012817,0.7184216976165771,1.6614444255828857
52,1252,719.4314629302157,0.5746257691135909,0.013797321356832981, 1.234900951385498,0.7772325277328491,1.7867462635040283
53,1202,680.549479505506,0.5661809313689734,0.011608852073550224, 1.4398273229599,0.8380001187324524,1.8856769800186157
54,1036,652.5093693390361,0.6298352985898031,0.010549274273216724, 1.5974640846252441,0.881488561630249,1.948067545890808
55,1458,680.8263941309524,0.46695911805963813,0.011006788350641727, 1.6982313394546509,0.916128396987915,1.981543779373169
56,1537,626.7168434142598,0.4077533138674429,0.012977076694369316, 1.5091298818588257,0.8570425510406494,1.8678181171417236
57,1250,650.37477122788,0.520299816982304,0.014267914928495884, 1.2912843227386475,0.7838166952133179,1.7535066604614258
58,1438,648.2143259961655,0.45077491376645723,0.014955749735236168, 1.0327728986740112,0.702462375164032,1.6417903900146484
59,1472,650.195591401374,0.4417089615498465,0.017911653965711594, 0.8265075087547302,0.6428374648094177,1.555673360824585
60,1189,663.5987049270077,0.5581149747073235,0.017780713737010956, 0.8517260551452637,0.65950608253479,1.597142219543457
61,1084,523.8969016224765,0.48329972474398203,0.016582263633608818, 1.0026675462722778,0.7106910347938538,1.677702784538269
62,1362,515.6599376130875,0.3786049468524872,0.014283500611782074, 1.034881830215454,0.6932799816131592,1.583255410194397
63,1161,647.6243809909922,0.5578160042988736,0.012862960807979107, 1.0852618217468262,0.7043192982673645,1.6097084283828735
64,1178,648.5095175832676,0.5505174173032832,0.01213746890425682, 1.2304537296295166,0.7543302178382874,1.704737663269043
65,1367,701.2235094042749,0.5129652592569677,0.012432720512151718, 1.2463372945785522,0.7583039999008179,1.6895735263824463
66,1379,775.6731094313034,0.5624895644897051,0.01440927479416132, 1.3493956327438354,0.8141652345657349,1.8167685270309448
67,1363,708.039381417025,0.519471299645653,0.013326040469110012, 1.4433170557022095,0.8405675888061523,1.864607810974121
68,1250,685.1965717103055,0.5481572573682444,0.013412389904260635, 1.4058343172073364,0.828199028968811,1.8380589485168457
69,1305,690.0726304274054,0.5287912876838355,0.013085451908409595, 1.391340732574463,0.8252842426300049,1.8441462516784668
70,1265,690.3546702075093,0.5457349171600865,0.012680166400969028, 1.348989725112915,0.813012957572937,1.8237382173538208
71,1311,690.0481326396832,0.5263525039204296,0.011777072213590145, 1.4137587547302246,0.8292781710624695,1.8350838422775269
72,1432,677.668049095726,0.47323187786014387,0.011836212128400803, 1.365502119064331,0.811340868473053,1.8121600151062012
73,1334,589.9927296076553,0.44227341050049124,0.01239182148128748, 1.2768903970718384,0.7832224369049072,1.7719141244888306
74,1092,639.4648908499414,0.5855905593863933,0.011961563490331173, 1.224984049797058,0.7521804571151733,1.7049695253372192
75,1292,624.6659349326403,0.4834875657373377,0.010694975964725018, 1.289421558380127,0.7660254836082458,1.7197394371032715
76,1391,511.6513635517035,0.36782988033911107,0.009685122407972813, 1.2692384719848633,0.7507719993591309,1.6843628883361816
77,1554,460.63170951195525,0.2964168014877447,0.010790823958814144, 1.1345784664154053,0.6936294436454773,1.5323580503463745
78,1182,669.1129019038626,0.566085365400899,0.014032363891601562, 0.9284393191337585,0.6379145383834839,1.4492485523223877
79,1234,620.1291934314988,0.5025358131535647,0.015790017321705818, 0.9070804715156555,0.6391452550888062,1.4641221761703491
80,1326,618.9916283963081,0.4668111828026456,0.016653701663017273, 0.9862410426139832,0.6703469753265381,1.5161842107772827
81,1293,670.1692082882355,0.5183056521950777,0.015427706763148308, 1.1562371253967285,0.7460544109344482,1.7106077671051025
