server,bus1,bus2,bus3
425,175,150,0,
338,162,47,0,
636,104,43,0,
530,67,39,0,
442,102,47,0,
642,87,77,0,
456,117,122,0,
415,65,83,0,
624,134,115,0,
668,99,143,0,
681,114,152,0,
453,77,85,0,
696,53,92,0,
715,49,73,0,
788,105,99,0,
759,87,73,0,
600,61,118,0,
610,100,106,0,
748,63,89,0,
726,86,90,0,
736,102,123,0,
633,104,146,0,
753,140,198,0,
569,125,140,0,
711,86,129,0,
635,75,99,0,
816,89,130,0,
813,95,159,0,
717,124,186,0,
849,108,144,0,
768,130,153,0,
788,104,126,0,
913,121,148,0,
790,135,170,0,
759,102,125,0,
1003,170,185,0,
991,107,154,0,
842,71,92,0,
829,78,117,0,
891,80,128,0,
780,128,211,0,
874,128,192,0,
1089,135,187,0,
994,160,195,0,
1061,164,232,0,
978,162,189,0,
1152,229,232,0,
1053,190,212,0,
927,144,205,0,
836,134,177,0,
820,152,169,0,
917,162,173,0,
831,195,176,0,
732,177,127,0,
947,286,225,0,
1194,169,174,0,
964,121,165,0,
1054,191,193,0,
1044,220,208,0,
937,104,148,0,
821,114,149,0,
999,192,171,0,
948,91,122,0,
956,98,124,0,
1014,148,205,0,
977,141,261,0,
1067,146,150,0,
868,169,213,0,
914,179,212,0,
917,162,186,0,
859,195,257,0,
1046,187,199,0,
998,159,177,0,
832,112,148,0,
919,225,148,0,
1043,161,187,0,
1094,211,249,0,
891,129,162,0,
855,183,196,0,
961,177,188,0,
923,179,191,0,
952,150,205,0,
928,151,191,0,
1001,167,229,0,
1040,78,162,0,
1056,107,176,0,
985,93,106,0,
1100,136,222,0,
1097,126,223,0,
1143,166,198,0,
1087,148,212,0,
1093,153,191,0,
1029,128,191,0,
748,133,160,0,
919,160,208,0,
1015,185,335,0,
1229,189,213,0,
856,132,162,0,
839,237,235,0,
1168,158,205,0,
