total_reward,mean_reward,request_count
837.9839185002554,0.811213861084468,632
800.5185844583282,0.7488480677814108,859
769.7637308108048,0.7194053558979484,772
790.1959207765236,0.7316628896078923,769
749.9265928274358,0.704818226341575,663
836.749810811589,0.7565549826506229,600
783.278849216934,0.7612039350990611,457
779.7036268093451,0.7239587992658729,657
797.1740670833994,0.732023936715702,820
779.8119199389051,0.7247322676012129,745
749.2672526368067,0.6601473591513716,744
706.7487358487899,0.6489887381531588,748
748.4089575892856,0.6968426048317371,495
783.8881311276546,0.73951710483741,509
743.0419421382514,0.6658081918801536,488
761.3407718163152,0.7115334316040328,546
771.1292649020396,0.7206815559832146,559
771.8320942557924,0.6860729726718154,484
652.7597798842784,0.5710934207211534,525
647.3423811212974,0.5847717986642254,673
841.0378846463753,0.7830892780692508,582
737.5773958835249,0.6498479258885682,394
719.7748910846743,0.6609503132090673,518
663.1977432599886,0.5776983826306521,528
735.0489853328984,0.6592367581460972,596
706.0105790800754,0.6629207315305873,627
432.0291128851337,0.3853961756334823,513
682.0424726571341,0.6150067381939893,494
761.5068318221045,0.719760710606904,629
712.0938541302345,0.6544980276932302,421
711.7932625111127,0.5951448683203284,583
487.4694104571645,0.430246611171372,485
784.1583371109617,0.7187519130256295,485
654.7232892749153,0.5804284479387547,579
768.0186947227038,0.7144359950908873,658
662.9554305212652,0.6307853763285111,402
718.8817111128574,0.685301917171456,499
701.0320070696706,0.6349927600268755,432
573.0782373151077,0.499632290597304,439
689.1921922420411,0.6153501716446795,571
754.5629796415224,0.6761317021877441,441
634.2838244295262,0.5568778089811468,408
668.1211975357157,0.6226665401078432,478
831.9088328605504,0.7542237831917955,515
678.8840338445574,0.6177288751997793,409
683.0022901216157,0.6012344103183237,555
759.6937380613689,0.7146695560313913,646
830.5681729485682,0.7605935649712163,385
760.4260662622466,0.7433294880373867,391
695.6702464486095,0.603356675150572,499
761.7054819125365,0.708563238988406,280
793.7944443888065,0.7322826977756517,326
822.2291581799951,0.7289265586702084,376
725.8078507939042,0.6361155572251571,533
730.1109674869866,0.6836245013923096,411
723.6217540642322,0.6216681735947012,301
681.8300046896785,0.6432358534808288,302
634.5616083412579,0.5475078587931475,425
651.7972664130803,0.5773226451843049,362
762.1084368778947,0.6786361859999063,417
636.4826437863281,0.5597912434356448,322
749.0614591509135,0.6582262382696955,367
623.4890753990652,0.5720083260541883,282
632.4516673092071,0.5845209494539807,365
760.4520690780514,0.6717774461820242,317
741.3854854398575,0.6845664685501915,361
746.8024677821962,0.7005651667750433,299
724.6852451758748,0.6624179571991543,373
580.2752689935336,0.5289656052812521,544
758.0484608361052,0.7031989432616931,525
774.2090386241448,0.7188570460762719,575
602.8583687045613,0.5587195261395378,436
753.2445249638228,0.6829052810188783,485
625.9452419962313,0.586091050558269,364
673.7664961836797,0.6516116984368275,394
662.9269190374695,0.6076323730865898,382
820.375350059212,0.7298713078818612,509
795.1889491088504,0.7024637359618819,405
754.4488104500612,0.731764122647974,406
710.6503235700526,0.6543741469337501,379
729.213949542749,0.6853514563371701,403
680.9584698492371,0.6418081713941914,391
792.1601960839084,0.7515751385995336,352
688.7429114536988,0.6278422164573371,405
728.2103665473765,0.6831241712451936,483
705.5302728826479,0.6419747705938561,489
641.8157421122348,0.5877433535826326,504
666.1780384287448,0.6072725965622104,422
742.394400794907,0.6749040007226428,446
750.5944935581547,0.7141717350696049,398
775.3839763353883,0.7023405582748082,621
842.0570593265514,0.7572455569483376,612
745.8318345619471,0.6594445928929682,512
640.2345707592116,0.5762687405573461,508
840.4023603464639,0.7950826493344029,430
817.4285784175062,0.756178148397323,527
677.6450536028325,0.5975705940060251,625
727.2809878786531,0.7200801860184685,623
773.1736066399927,0.7212440360447694,560
752.8841083291858,0.6869380550448775,594
