total_reward,mean_reward,request_count
985.1861772227207,0.9537136275147348,632
1005.4950594318232,0.9405940686920704,859
998.8490343973652,0.9335037704648274,772
1020.873814145118,0.94525353161585,769
1020.056617252999,0.9586998282452998,663
1046.3464184214215,0.9460636694587898,600
988.8178906266322,0.9609503310268536,457
1013.7588434287824,0.941280263165072,657
1024.6680543088755,0.9409256697051198,820
1012.520445354413,0.9410041313702724,745
1041.83971196289,0.9179204510686254,744
1027.263575485246,0.9433090683978383,748
998.6121503344636,0.9298064714473592,495
1040.716166270962,0.9818077040292096,509
1084.7981193737926,0.9720413256037568,488
1039.3658124142946,0.9713699181442006,546
1007.2717046254568,0.9413754248836046,559
1094.841444074797,0.9731923947331528,484
1048.372112671968,0.9172109472195694,525
1090.0809995712475,0.9847163501095282,673
1066.6989926788804,0.9932020416004472,582
1072.5961759657755,0.9450186572385688,394
1071.8964892179051,0.984294296802484,518
1097.3982824159898,0.9559218487944162,528
1050.3709114680012,0.9420366918995526,596
953.9222061342056,0.8957016020039488,627
984.7994287165736,0.8785008284715199,513
1027.0774268121245,0.9261293298576416,494
1033.820095571167,0.9771456479878704,629
1065.502664169043,0.9793223016259588,421
1150.3193647017158,0.9618054888810332,583
1092.0474856608023,0.9638547975823498,485
1064.081640178086,0.9753268929221688,485
1073.5031908928536,0.9516872259688418,579
967.3741503566964,0.8998829305643686,658
998.4866949152354,0.950034914286618,402
973.33755447066,0.9278718345764156,499
1050.334909430387,0.9513903165130316,432
1095.5200518519475,0.955117743550085,439
1005.2462158140764,0.897541264119711,571
1102.0273013150063,0.9874796606765291,441
1077.609966004082,0.9461018138754012,408
1001.7316650514766,0.9335803029370704,478
1011.6920485615784,0.9172185390404156,515
1073.2138829148157,0.976536745145419,409
1110.8345998219684,0.9778473589982116,555
1052.412028910874,0.990039538015874,646
1052.825932006586,0.9641263113613424,385
988.8591438705412,0.9666267291012132,391
1106.663575623739,0.959812294556582,499
1051.5929377037733,0.9782259885616496,280
1058.354282383849,0.97634158891499,326
1079.2324332001303,0.9567663414894771,376
1083.0234450308951,0.9491879448123534,533
1035.4689287961137,0.9695401955019788,411
1066.168040907164,0.915951925177976,301
1001.9208248989256,0.945208325376345,302
1117.5244994440238,0.9642144084935494,425
1073.9451763719126,0.9512357629512068,362
1073.702285809421,0.9561017683075878,417
1082.007082730873,0.9516333181450072,322
1053.0418233970242,0.9253443087847312,367
1029.9193182522758,0.9448801084883264,282
1029.864888134508,0.9518159779431682,365
1108.4634967023785,0.9792080359561646,317
1027.25344670802,0.9485258049012188,361
1031.9734981452432,0.9680802046390647,299
1060.9281744436278,0.9697698121056928,373
1050.538635415513,0.9576468873432206,544
1028.8463487757465,0.9544029209422508,525
1015.296919666224,0.9427083748061504,575
940.027919983934,0.8712028915513753,436
974.8948445453856,0.8838575199867504,485
929.9165001681768,0.8707083334908022,364
928.4496447965712,0.8979203528013262,394
1017.750674482094,0.9328603799102604,382
1062.8126654823332,0.9455628696462038,509
1073.5691590870897,0.9483826493702204,405
1015.4157676229906,0.9848843526896126,406
1020.0965450448324,0.9393154190099748,379
1006.7182188567926,0.9461637395270608,403
1006.7949535943555,0.9489113605978848,391
996.949066679048,0.9458719797713928,352
1065.1859586706546,0.97099905074809,405
1042.3808914474764,0.9778432377556064,483
1043.1655284556423,0.9491952033263352,489
1065.5507972891169,0.9757791183966272,504
1050.7974420555936,0.957882809531079,422
1055.0892176757072,0.9591720160688249,446
1034.0847260261291,0.983905543316964,398
1034.5480212338553,0.9370905989437096,621
1055.8776515022842,0.9495302621423418,612
1085.981324962611,0.9601956896221144,512
1086.5128514112116,0.9779593622063112,508
1039.4691132049968,0.983414487421946,430
1003.7814834949094,0.9285675147964008,527
1082.7865142322803,0.9548381959720283,625
994.48960026303,0.9846431685772574,623
1039.3304449823086,0.9695246688267803,560
1058.9890781401728,0.9662309107118364,594
