server,bus1,bus2,bus3
458,13,20,0,
632,44,41,0,
540,24,29,0,
647,32,31,0,
688,31,43,0,
771,36,30,0,
718,43,52,0,
695,29,42,0,
772,29,29,0,
681,21,23,0,
627,36,46,0,
624,33,32,0,
747,26,28,0,
783,38,57,0,
696,35,33,0,
753,45,56,0,
881,49,80,0,
948,93,82,0,
1089,68,72,0,
1164,95,104,0,
928,51,53,0,
910,44,50,0,
971,65,69,0,
798,51,52,0,
791,44,42,0,
956,56,67,0,
892,36,53,0,
807,36,50,0,
1027,162,203,0,
1232,129,152,0,
1022,112,152,0,
979,70,79,0,
1125,87,122,0,
1015,65,100,0,
1095,85,93,0,
939,96,121,0,
1043,84,97,0,
935,58,75,0,
1084,77,88,0,
1059,137,159,0,
1045,63,79,0,
1128,135,123,0,
1093,95,121,0,
988,122,130,0,
1093,81,146,0,
1048,85,96,0,
1046,119,113,0,
965,75,77,0,
859,87,92,0,
1040,114,145,0,
1234,167,209,0,
1098,104,100,0,
963,91,101,0,
1015,90,86,0,
1090,92,104,0,
1071,93,117,0,
1091,109,121,0,
1152,130,162,0,
1216,189,208,0,
1075,140,150,0,
1017,75,78,0,
1104,127,128,0,
1065,60,100,0,
1246,216,253,0,
1055,76,82,0,
1123,116,135,0,
1231,131,145,0,
1114,112,124,0,
990,101,131,0,
917,69,85,0,
1046,148,174,0,
1187,152,170,0,
1294,200,242,0,
933,82,91,0,
1016,93,101,0,
1251,230,245,0,
1341,187,208,0,
1328,244,269,0,
1196,195,202,0,
920,58,78,0,
1025,75,87,0,
928,72,92,0,
1176,234,237,0,
1009,128,130,0,
1195,134,145,0,
1234,186,191,0,
1251,129,157,0,
1137,113,110,0,
1174,148,204,0,
1350,316,334,0,
1216,189,199,0,
1236,169,157,0,
1189,146,161,0,
1342,175,187,0,
1100,121,128,0,
1059,71,82,0,
1049,118,129,0,
1281,211,252,0,
1002,84,101,0,
1030,100,112,0,
