date_time,request_count
20200701-00,2051451.0
20200701-01,2010763.0
20200701-02,2015544.0
20200701-03,2037043.0
20200701-04,2000586.0
20200701-05,1949789.0
20200701-06,1891690.0
20200701-07,1877946.0
20200701-08,1879523.0
20200701-09,1875679.0
20200701-10,1885485.0
20200701-11,1924204.0
20200701-12,2002707.0
20200701-13,2113384.0
20200701-14,2236153.0
20200701-15,2320293.0
20200701-16,2351087.0
20200701-17,2335136.0
20200701-18,2315413.0
20200701-19,2337472.0
20200701-20,2351929.0
20200701-21,2336941.0
20200701-22,2269464.0
20200701-23,2146405.0
20200702-00,2039820.0
20200702-01,1992027.0
20200702-02,1997537.0
20200702-03,2028256.0
20200702-04,2016181.0
20200702-05,1946611.0
20200702-06,1885726.0
20200702-07,1880108.0
20200702-08,1868233.0
20200702-09,1885588.0
20200702-10,1902170.0
20200702-11,1944640.0
20200702-12,2016178.0
20200702-13,2134662.0
20200702-14,2254864.0
20200702-15,2322953.0
20200702-16,2355761.0
20200702-17,2331927.0
20200702-18,2318691.0
20200702-19,2322721.0
20200702-20,2338233.0
20200702-21,2329474.0
20200702-22,2231450.0
20200702-23,2117080.0
20200703-00,2008589.0
20200703-01,1973479.0
20200703-02,1978033.0
20200703-03,2001913.0
20200703-04,1980172.0
20200703-05,1924684.0
20200703-06,1875109.0
20200703-07,1873261.0
20200703-08,1849250.0
20200703-09,1846182.0
20200703-10,1862399.0
20200703-11,1912081.0
20200703-12,1967355.0
20200703-13,2063099.0
20200703-14,2180361.0
20200703-15,2257281.0
20200703-16,2284834.0
20200703-17,2266824.0
20200703-19,2258584.0
20200703-18,2256896.0
20200703-20,2268436.0
20200703-21,2261909.0
20200703-22,2205388.0
20200703-23,2098820.0
20200704-00,1988810.0
20200704-01,1959479.0
20200704-02,1924372.0
20200704-03,1943805.0
20200704-04,1931329.0
20200704-05,1891957.0
20200704-06,1853215.0
20200704-07,1824795.0
20200704-08,1803175.0
20200704-09,1793648.0
20200704-10,1797013.0
20200704-11,1853939.0
20200704-12,1903750.0
20200704-13,2008087.0
20200704-14,2108321.0
20200704-15,2201545.0
20200704-16,2252130.0
20200704-17,2272228.0
20200704-18,2259018.0
20200704-19,2256764.0
20200704-20,2261428.0
20200704-21,2261160.0
20200704-22,2214075.0
20200704-23,2127312.0
20200705-00,2015394.0
20200705-01,1956433.0
20200705-02,1883418.0
20200705-03,1913251.0
20200705-04,1914150.0
20200705-05,1872401.0
20200705-06,1844770.0
20200705-07,1820617.0
20200705-08,1819966.0
20200705-09,1826768.0
20200705-10,1850187.0
20200705-11,1896469.0
20200705-12,1940561.0
20200705-13,2057909.0
20200705-14,2155734.0
20200705-15,2265742.0
20200705-16,2337507.0
20200705-17,2362443.0
20200705-18,2385234.0
20200705-19,2399498.0
20200705-20,2405824.0
20200705-21,2397668.0
20200705-22,2335107.0
20200705-23,2230407.0
20200706-00,2124022.0
20200706-01,2091606.0
20200706-02,2073822.0
20200706-03,2099944.0
20200706-04,2060530.0
20200706-05,1992435.0
20200706-06,1935915.0
20200706-07,1915057.0
20200706-08,1901968.0
20200706-09,1901738.0
20200706-10,1918994.0
20200706-11,1973965.0
20200706-12,2038171.0
20200706-13,2154348.0
20200706-14,2272994.0
20200706-15,2365937.0
20200706-16,2400371.0
20200706-17,2384587.0
20200706-18,2392628.0
20200706-19,2403505.0
20200706-20,2411701.0
20200706-21,2400377.0
20200706-22,2329945.0
20200706-23,2178604.0
20200707-00,2066283.0
20200707-01,2043867.0
20200707-02,2038818.0
20200707-03,2065276.0
20200707-04,2027328.0
20200707-05,1951848.0
20200707-06,1889442.0
20200707-07,1876288.0
20200707-08,1876579.0
20200707-09,1880515.0
20200707-10,1897034.0
20200707-11,1962110.0
20200707-12,2026003.0
20200707-13,2145049.0
20200707-14,2275094.0
20200707-15,2363999.0
20200707-16,2394873.0
20200707-17,2373887.0
20200707-18,2377639.0
20200707-19,2395306.0
20200707-20,2407928.0
20200707-21,2404957.0
20200707-22,2300396.0
20200707-23,2166103.0
20200708-00,2048069.0
20200708-01,2034948.0
20200708-02,2036233.0
20200708-03,2060868.0
20200708-04,2021903.0
20200708-05,1960981.0
20200708-06,1917271.0
20200708-07,1895342.0
20200708-08,1873975.0
20200708-09,1898323.0
20200708-10,1916133.0
20200708-11,1958737.0
20200708-12,2015420.0
20200708-13,2130060.0
20200708-14,2250647.0
20200708-15,2341486.0
20200708-16,2339329.0
20200708-17,2329567.0
20200708-18,2331009.0
20200708-19,2372030.0
20200708-20,2377963.0
20200708-21,2372885.0
20200708-22,2290839.0
20200708-23,2152352.0
20200709-00,2042508.0
20200709-01,2017496.0
20200709-02,2016043.0
20200709-03,2039863.0
20200709-04,2012415.0
20200709-05,1940057.0
20200709-06,1895451.0
20200709-07,1883144.0
20200709-08,1870369.0
20200709-09,1870702.0
20200709-10,1904427.0
20200709-11,1949778.0
20200709-12,2002000.0
20200709-13,2131241.0
20200709-14,2251999.0
20200709-15,2323224.0
20200709-16,2360820.0
20200709-17,2348856.0
20200709-18,2344314.0
20200709-19,2348839.0
20200709-20,2359088.0
20200709-21,2362462.0
20200709-22,2276733.0
20200709-23,2140146.0
20200710-00,2030788.0
20200710-01,2002973.0
20200710-02,1999952.0
20200710-03,2015744.0
20200710-04,1981139.0
20200710-05,1915369.0
20200710-06,1878161.0
20200710-07,1861666.0
20200710-08,1838413.0
20200710-09,1836296.0
20200710-10,1860399.0
20200710-11,1903241.0
20200710-12,1956626.0
20200710-13,2075880.0
20200710-14,2199594.0
20200710-15,2277051.0
20200710-16,2304848.0
20200710-17,2292668.0
20200710-18,2298307.0
20200710-19,2309509.0
20200710-20,2318587.0
20200710-21,2317151.0
20200710-22,2231791.0
20200710-23,2122420.0
20200711-00,2006718.0
20200711-01,1954008.0
20200711-02,1938500.0
20200711-03,1956410.0
20200711-04,1942218.0
20200711-05,1895266.0
20200711-06,1844128.0
20200711-07,1833580.0
20200711-08,1807017.0
20200711-09,1778791.0
20200711-10,1778962.0
20200711-11,1833124.0
20200711-12,1902067.0
20200711-13,2002796.0
20200711-14,2103471.0
20200711-15,2188867.0
20200711-16,2257327.0
20200711-17,2283988.0
20200711-18,2280365.0
20200711-19,2295596.0
20200711-20,2298828.0
20200711-21,2315125.0
20200711-22,2245937.0
20200711-23,2155737.0
20200712-00,2057320.0
20200712-01,2032052.0
20200712-02,2006097.0
20200712-03,2019536.0
20200712-04,2000151.0
20200712-05,1941119.0
20200712-06,1882741.0
20200712-07,1862519.0
20200712-08,1844760.0
20200712-09,1830486.0
20200712-10,1834747.0
20200712-11,1885277.0
20200712-12,1939415.0
20200712-13,2041014.0
20200712-14,2135773.0
20200712-15,2243451.0
20200712-16,2316901.0
20200712-17,2337496.0
20200712-18,2359243.0
20200712-19,2364968.0
20200712-20,2368007.0
20200712-21,2382091.0
20200712-22,2319901.0
20200712-23,2202788.0
20200713-00,2110528.0
20200713-01,2094568.0
20200713-02,2078873.0
20200713-03,2120240.0
20200713-04,2070147.0
20200713-05,2001947.0
20200713-06,1938043.0
20200713-07,1920823.0
20200713-08,1902096.0
20200713-09,1897930.0
20200713-10,1919104.0
20200713-11,1974116.0
20200713-12,2033186.0
20200713-13,2155336.0
20200713-14,2278267.0
20200713-15,2379243.0
20200713-16,2402444.0
20200713-17,2391622.0
20200713-18,2394640.0
20200713-19,2410893.0
20200713-20,2407454.0
20200713-21,2400271.0
20200713-22,2304337.0
20200713-23,2167727.0
20200714-00,2062402.0
20200714-01,2029400.0
20200714-02,2054437.0
20200714-03,2086946.0
20200714-04,2035258.0
20200714-05,1960647.0
20200714-06,1905024.0
20200714-07,1891903.0
20200714-08,1884342.0
20200714-09,1886425.0
20200714-10,1913706.0
20200714-11,1973332.0
20200714-12,2032530.0
20200714-13,2156668.0
20200714-14,2291972.0
20200714-15,2374684.0
20200714-16,2408815.0
20200714-17,2400266.0
20200714-18,2404028.0
20200714-19,2427103.0
20200714-20,2424248.0
20200714-21,2438280.0
20200714-22,2324820.0
20200714-23,2172023.0
20200715-00,2070004.0
20200715-01,2037833.0
20200715-02,2042380.0
20200715-03,2064230.0
20200715-04,2024439.0
20200715-05,1959062.0
20200715-06,1902040.0
20200715-07,1892627.0
20200715-08,1880363.0
20200715-09,1887092.0
20200715-10,1910457.0
20200715-11,1964436.0
20200715-12,2022866.0
20200715-13,2148620.0
20200715-14,2268850.0
20200715-15,2352074.0
20200715-16,2363470.0
20200715-17,2352713.0
20200715-18,2354440.0
20200715-19,2386876.0
20200715-20,2382341.0
20200715-21,2374967.0
20200715-22,2283692.0
20200715-23,2151723.0
20200716-00,2036876.0
20200716-01,2016490.0
20200716-02,2019983.0
20200716-03,2046192.0
20200716-04,2010675.0
20200716-05,1949293.0
20200716-06,1894824.0
20200716-07,1901319.0
20200716-08,1966527.0
20200716-09,2168839.0
20200716-10,2186759.0
20200716-11,2240569.0
20200716-12,2288776.0
20200716-13,2385818.0
20200716-14,2460129.0
20200716-15,2559842.0
20200716-16,2634948.0
20200716-17,2628623.0
20200716-18,2630801.0
20200716-19,2645615.0
20200716-20,2651987.0
20200716-21,2638527.0
20200716-22,2548669.0
20200716-23,2406503.0
20200717-00,2301077.0
20200717-01,2285171.0
20200717-02,2279972.0
20200717-03,2303701.0
20200717-04,2261619.0
20200717-05,2186805.0
20200717-06,2134055.0
20200717-07,2134213.0
20200717-08,2122407.0
20200717-09,2150774.0
20200717-10,2147808.0
20200717-11,2181111.0
20200717-12,2247492.0
20200717-13,2320998.0
20200717-14,2408426.0
20200717-15,2513364.0
20200717-16,2579658.0
20200717-17,2569464.0
20200717-18,2591380.0
20200717-19,2602485.0
20200717-20,2609022.0
20200717-21,2615087.0
20200717-22,2523299.0
20200717-23,2384103.0
20200718-00,2260371.0
20200718-01,2220325.0
20200718-02,2192257.0
20200718-03,2216758.0
20200718-04,2191170.0
20200718-05,2134502.0
20200718-06,2099810.0
20200718-07,2074970.0
20200718-08,2043420.0
20200718-09,2053706.0
20200718-10,2066094.0
20200718-11,2113585.0
20200718-12,2159505.0
20200718-13,2249117.0
20200718-14,2308986.0
20200718-15,2430432.0
20200718-16,2529751.0
20200718-17,2554606.0
20200718-18,2596713.0
20200718-19,2615801.0
20200718-20,2341443.0
20200718-21,2323588.0
20200718-22,2273175.0
20200718-23,2179279.0
20200719-00,2116277.0
20200719-01,2074210.0
20200719-02,2006942.0
20200719-03,2034210.0
20200719-04,2015887.0
20200719-05,1956769.0
20200719-06,1921446.0
20200719-07,1899815.0
20200719-08,1885938.0
20200719-09,1895137.0
20200719-10,1920496.0
20200719-11,1965512.0
20200719-12,2010790.0
20200719-13,2109321.0
20200719-14,2213126.0
20200719-15,2310862.0
20200719-16,2374676.0
20200719-17,2402853.0
20200719-18,2416838.0
20200719-19,2410925.0
20200719-20,2424563.0
20200719-21,2422285.0
20200719-22,2361771.0
20200719-23,2252655.0
20200720-00,2136614.0
20200720-01,2119992.0
20200720-02,2117616.0
20200720-03,2147216.0
20200720-04,2102706.0
20200720-05,2036330.0
20200720-06,1975098.0
