date_time,request_count
20210501-00,2038571.0
20210501-01,1959780.0
20210501-02,1967707.0
20210501-03,1974602.0
20210501-04,1946128.0
20210501-05,1870085.0
20210501-06,1838907.0
20210501-07,1831477.0
20210501-08,1829501.0
20210501-09,1797218.0
20210501-10,1833087.0
20210501-11,1871390.0
20210501-12,1937604.0
20210501-13,2050045.0
20210501-14,2168997.0
20210501-15,2241191.0
20210501-16,2282068.0
20210501-17,2287532.0
20210501-18,2297690.0
20210501-19,2314816.0
20210501-20,2317953.0
20210501-21,2321544.0
20210501-22,2288549.0
20210501-23,2181697.0
20210502-00,2078503.0
20210502-01,2021357.0
20210502-02,2024734.0
20210502-03,2035204.0
20210502-04,1998399.0
20210502-05,1929920.0
20210502-06,1881182.0
20210502-07,1865810.0
20210502-08,1865619.0
20210502-09,1871653.0
20210502-10,1885622.0
20210502-11,1939577.0
20210502-12,2018178.0
20210502-13,2134405.0
20210502-14,2249682.0
20210502-15,2311719.0
20210502-16,2364113.0
20210502-17,2399738.0
20210502-18,2419724.0
20210502-19,2435754.0
20210502-20,2443162.0
20210502-21,2404911.0
20210502-22,2372609.0
20210502-23,2275606.0
20210503-00,2199469.0
20210503-01,2162753.0
20210503-02,2172683.0
20210503-03,2173252.0
20210503-04,2098604.0
20210503-05,2017089.0
20210503-06,1942588.0
20210503-07,1941219.0
20210503-08,1954475.0
20210503-09,1977409.0
20210503-10,1998098.0
20210503-11,2046801.0
20210503-12,2149239.0
20210503-13,2298301.0
20210503-14,2440573.0
20210503-15,2538053.0
20210503-16,2567654.0
20210503-17,2563520.0
20210503-18,2567513.0
20210503-19,2572699.0
20210503-20,2559528.0
20210503-21,2525164.0
20210503-22,2408528.0
20210503-23,2247800.0
20210504-00,2130625.0
20210504-01,2140046.0
20210504-02,2177273.0
20210504-03,2152388.0
20210504-04,2062418.0
20210504-05,1973081.0
20210504-06,1917999.0
20210504-07,1922300.0
20210504-08,1919861.0
20210504-09,1930894.0
20210504-10,1974438.0
20210504-11,2024327.0
20210504-12,2162987.0
20210504-13,2305379.0
20210504-14,2421144.0
20210504-15,2530596.0
20210504-16,2549542.0
20210504-17,2537106.0
20210504-18,2541391.0
20210504-19,2543779.0
20210504-20,2497766.0
20210504-21,2457755.0
20210504-22,2364720.0
20210504-23,2216648.0
20210505-00,2102653.0
20210505-01,2065774.0
20210505-02,2116579.0
20210505-03,2117155.0
20210505-04,2046294.0
20210505-05,1963133.0
20210505-06,1907742.0
20210505-07,1930719.0
20210505-08,1955726.0
20210505-09,1978562.0
20210505-10,2004380.0
20210505-11,2035676.0
20210505-12,2128737.0
20210505-13,2287060.0
20210505-14,2431185.0
20210505-15,2527935.0
20210505-16,2521485.0
20210505-17,2504884.0
20210505-18,2512861.0
20210505-19,2539044.0
20210505-20,2483901.0
20210505-21,2449710.0
20210505-22,2361554.0
20210505-23,2205103.0
20210506-00,2097484.0
20210506-01,2061740.0
20210506-02,2090116.0
20210506-03,2148381.0
20210506-04,2100313.0
20210506-05,2024709.0
20210506-06,1968483.0
20210506-07,1967139.0
20210506-08,1952932.0
20210506-09,1943074.0
20210506-10,1984543.0
20210506-11,2035511.0
20210506-12,2136628.0
20210506-13,2288499.0
20210506-14,2442085.0
20210506-15,2521446.0
20210506-16,2510860.0
20210506-17,2473102.0
20210506-18,2481070.0
20210506-19,2497753.0
20210506-20,2470243.0
20210506-21,2435510.0
20210506-22,2331055.0
20210506-23,2179650.0
20210507-00,2085507.0
20210507-01,2042761.0
20210507-02,2084030.0
20210507-03,2139742.0
20210507-04,2076721.0
20210507-05,1998489.0
20210507-06,1939296.0
20210507-07,1914383.0
20210507-08,1875146.0
20210507-09,1911752.0
20210507-10,1948022.0
20210507-11,1984228.0
20210507-12,2077727.0
20210507-13,2216057.0
20210507-14,2364650.0
20210507-15,2444156.0
20210507-16,2451215.0
20210507-17,2441763.0
20210507-18,2444132.0
20210507-19,2435045.0
20210507-20,2396147.0
20210507-21,2352680.0
20210507-22,2280365.0
20210507-23,2140949.0
20210508-00,2034064.0
20210508-01,1977009.0
20210508-02,2004632.0
20210508-03,2037106.0
20210508-04,2002516.0
20210508-05,1929281.0
20210508-06,1876542.0
20210508-07,1864837.0
20210508-08,1855903.0
20210508-09,1871529.0
20210508-10,1884570.0
20210508-11,1935128.0
20210508-12,2018243.0
20210508-13,2133724.0
20210508-14,2208850.0
20210508-15,2290617.0
20210508-16,2316305.0
20210508-17,2313823.0
20210508-18,2326623.0
20210508-19,2315631.0
20210508-20,2318124.0
20210508-21,2337140.0
20210508-22,2285631.0
20210508-23,2188753.0
20210509-00,2078488.0
20210509-01,2012786.0
20210509-02,2013009.0
20210509-03,2037285.0
20210509-04,1987549.0
20210509-05,1904560.0
20210509-06,1863602.0
20210509-07,1853576.0
20210509-08,1841776.0
20210509-09,1840576.0
20210509-10,1877802.0
20210509-11,1913948.0
20210509-12,2003838.0
20210509-13,2089517.0
20210509-14,2172799.0
20210509-15,2270700.0
20210509-16,2346403.0
20210509-17,2389388.0
20210509-18,2382692.0
20210509-19,2399919.0
20210509-20,2408226.0
20210509-21,2390145.0
20210509-22,2339505.0
20210509-23,2227312.0
20210510-00,2139571.0
20210510-01,2111946.0
20210510-02,2146460.0
20210510-03,2184314.0
20210510-04,2115182.0
20210510-05,2031988.0
20210510-06,1969247.0
20210510-07,1958385.0
20210510-08,1964832.0
20210510-09,1991511.0
20210510-10,2039459.0
20210510-11,2076532.0
