date_time,request_count
20200301-00,2476151.0
20200301-01,2322520.0
20200301-02,2263783.0
20200301-03,2262621.0
20200301-04,2299121.0
20200301-05,2295904.0
20200301-06,2236036.0
20200301-07,2130471.0
20200301-08,2111668.0
20200301-09,2077276.0
20200301-10,2088629.0
20200301-11,2106488.0
20200301-12,2136876.0
20200301-13,2275623.0
20200301-14,2385842.0
20200301-15,2513927.0
20200301-16,2546887.0
20200301-17,2572026.0
20200301-18,2595320.0
20200301-19,2593962.0
20200301-20,2601834.0
20200301-21,2629676.0
20200301-22,2570884.0
20200301-23,2497736.0
20200302-00,2372470.0
20200302-01,2338138.0
20200302-02,2334268.0
20200302-03,2342709.0
20200302-04,2308000.0
20200302-05,2245382.0
20200302-06,2193818.0
20200302-07,2100182.0
20200302-08,2052308.0
20200302-09,2088031.0
20200302-10,2110074.0
20200302-11,2153124.0
20200302-12,2175981.0
20200302-13,2277090.0
20200302-14,2406270.0
20200302-15,2571150.0
20200302-16,2633999.0
20200302-17,2568140.0
20200302-18,2665166.0
20200302-19,2641771.0
20200302-20,2654709.0
20200302-21,2625007.0
20200302-22,2561848.0
20200302-23,2466403.0
20200303-00,2329203.0
20200303-01,2317621.0
20200303-02,2276763.0
20200303-03,2278379.0
20200303-04,2287926.0
20200303-05,2182581.0
20200303-06,2102289.0
20200303-07,2052951.0
20200303-08,2009754.0
20200303-09,2036325.0
20200303-10,2099750.0
20200303-11,2149980.0
20200303-12,2174451.0
20200303-13,2301011.0
20200303-14,2432217.0
20200303-15,2566984.0
20200303-16,2643131.0
20200303-17,2677855.0
20200303-18,2672224.0
20200303-19,2757967.0
20200303-20,2791359.0
20200303-21,2828400.0
20200303-22,2731496.0
20200303-23,2588780.0
20200304-00,2417232.0
20200304-01,2293319.0
20200304-02,2242525.0
20200304-03,2280868.0
20200304-04,2253935.0
20200304-05,2185460.0
20200304-06,2137260.0
20200304-07,2088297.0
20200304-08,2083898.0
20200304-09,2113694.0
20200304-10,2174636.0
20200304-11,2179089.0
20200304-12,2211558.0
20200304-13,2326872.0
20200304-14,2441725.0
20200304-15,2572689.0
20200304-16,2612712.0
20200304-17,2676404.0
20200304-18,2662315.0
20200304-19,2705811.0
20200304-20,2757695.0
20200304-21,2731781.0
20200304-22,2682843.0
20200304-23,2552352.0
20200305-00,2435378.0
20200305-01,2333820.0
20200305-02,2303559.0
20200305-03,2318566.0
20200305-04,2346891.0
20200305-05,2228109.0
20200305-06,2151583.0
20200305-07,2120054.0
20200305-08,2065123.0
20200305-09,2092484.0
20200305-10,2151472.0
20200305-11,2183229.0
20200305-12,2248785.0
20200305-13,2347080.0
20200305-14,2466830.0
20200305-15,2612463.0
20200305-16,2679485.0
20200305-17,2674852.0
20200305-18,2627629.0
20200305-19,2628495.0
20200305-20,2634524.0
20200305-21,2672865.0
20200305-22,2586431.0
20200305-23,2474321.0
20200306-00,2341721.0
20200306-01,2275357.0
20200306-02,2251869.0
20200306-03,2283347.0
20200306-04,2285030.0
20200306-05,2231047.0
20200306-06,2113287.0
20200306-07,2079047.0
20200306-08,2055150.0
20200306-09,2050343.0
20200306-10,2112444.0
20200306-11,2137548.0
20200306-12,2153855.0
20200306-13,2277101.0
20200306-14,2417405.0
20200306-15,2595293.0
20200306-16,2671971.0
20200306-17,2732102.0
