date_time,request_count
20210201-00,2421858.0
20210201-01,2347039.0
20210201-02,2326503.0
20210201-03,2321682.0
20210201-04,2312660.0
20210201-05,2252087.0
20210201-06,2141553.0
20210201-07,2070761.0
20210201-08,2039542.0
20210201-09,2057943.0
20210201-10,2079255.0
20210201-11,2103527.0
20210201-12,2141367.0
20210201-13,2187105.0
20210201-14,2318065.0
20210201-15,2482485.0
20210201-16,2552316.0
20210201-17,2588775.0
20210201-18,2573087.0
20210201-19,2580225.0
20210201-20,2574720.0
20210201-21,2571357.0
20210201-22,2527075.0
20210201-23,2428462.0
20210202-00,2307610.0
20210202-01,2241041.0
20210202-02,2212776.0
20210202-03,2230710.0
20210202-04,2206509.0
20210202-05,2137201.0
20210202-06,2049724.0
20210202-07,1978959.0
20210202-08,1958537.0
20210202-09,1961829.0
20210202-10,2010379.0
20210202-11,2047086.0
20210202-12,2074577.0
20210202-13,2146726.0
20210202-14,2294751.0
20210202-15,2457807.0
20210202-16,2529763.0
20210202-17,2550524.0
20210202-18,2543806.0
20210202-19,2535785.0
20210202-20,2548823.0
20210202-21,2538258.0
20210202-22,2496234.0
20210202-23,2385123.0
20210203-00,2275121.0
20210203-01,2220666.0
20210203-02,2211580.0
20210203-03,2224566.0
20210203-04,2204877.0
20210203-05,2133805.0
20210203-06,2040856.0
20210203-07,1965973.0
20210203-08,1947696.0
20210203-09,1953459.0
20210203-10,1993745.0
20210203-11,2028136.0
20210203-12,2074240.0
20210203-13,2145007.0
20210203-14,2302528.0
20210203-15,2457432.0
20210203-16,2524909.0
20210203-17,2558198.0
20210203-18,2535213.0
20210203-19,2529674.0
20210203-20,2540114.0
20210203-21,2540769.0
20210203-22,2481194.0
20210203-23,2379928.0
20210204-00,2271511.0
20210204-01,2204474.0
20210204-02,2201085.0
20210204-03,2226773.0
20210204-04,2210440.0
20210204-05,2131693.0
20210204-06,2039903.0
20210204-07,1972945.0
20210204-08,1938652.0
20210204-09,1939516.0
20210204-10,1985204.0
20210204-11,2026867.0
20210204-12,2059045.0
20210204-13,2138569.0
20210204-14,2315603.0
20210204-15,2459423.0
20210204-16,2547356.0
20210204-17,2594616.0
20210204-18,2561268.0
20210204-19,2537879.0
20210204-20,2550435.0
20210204-21,2532177.0
20210204-22,2513913.0
20210204-23,2425275.0
20210205-00,2267606.0
20210205-01,2190416.0
20210205-02,2186120.0
20210205-03,2199513.0
20210205-04,2177739.0
20210205-05,2101509.0
20210205-06,2009409.0
20210205-07,1940522.0
20210205-08,1903973.0
20210205-09,1911488.0
20210205-10,1954911.0
20210205-11,1974699.0
20210205-12,2001628.0
20210205-13,2085416.0
20210205-14,2247293.0
20210205-15,2397174.0
20210205-16,2475246.0
20210205-17,2509438.0
20210205-18,2500692.0
20210205-19,2483860.0
20210205-20,2486222.0
20210205-21,2482300.0
20210205-22,2442794.0
20210205-23,2354375.0
20210206-00,2239824.0
20210206-01,2166067.0
20210206-02,2119285.0
20210206-03,2121718.0
20210206-04,2120025.0
20210206-05,2074565.0
20210206-06,1979098.0
20210206-07,1893657.0
20210206-08,1838925.0
20210206-09,1829081.0
20210206-10,1855326.0
20210206-11,1878964.0
20210206-12,1919805.0
20210206-13,1998020.0
20210206-14,2131091.0
20210206-15,2262860.0
20210206-16,2368425.0
20210206-17,2426663.0
20210206-18,2454020.0
20210206-19,2451351.0
20210206-20,2451988.0
20210206-21,2455317.0
20210206-22,2448190.0
20210206-23,2400722.0
20210207-00,2316635.0
20210207-01,2249925.0
20210207-02,2206826.0
20210207-03,2197328.0
20210207-04,2170145.0
20210207-05,2112553.0
20210207-06,2027598.0
20210207-07,1949666.0
20210207-08,1896644.0
20210207-09,1886396.0
20210207-10,1922969.0
20210207-11,1965786.0
20210207-12,2001497.0
20210207-13,2090396.0
20210207-14,2236700.0
20210207-15,2374820.0
20210207-16,2472830.0
20210207-17,2498068.0
20210207-18,2559004.0
20210207-19,2550060.0
20210207-20,2555599.0
20210207-21,2559079.0
20210207-22,2522041.0
20210207-23,2417699.0
20210208-00,2220129.0
20210208-01,2131919.0
20210208-02,2109492.0
20210208-03,2135035.0
20210208-04,2123295.0
20210208-05,2120080.0
20210208-06,2039670.0
20210208-07,1969053.0
20210208-08,1933482.0
20210208-09,1953033.0
20210208-10,2003344.0
20210208-11,2039616.0
20210208-12,2082620.0
20210208-13,2158290.0
20210208-14,2307627.0
