date_time,request_count
20201201-00,2240663.0
20201201-01,2198348.0
20201201-02,2178592.0
20201201-03,2189210.0
20201201-04,2175285.0
20201201-05,2110726.0
20201201-06,2031532.0
20201201-07,1961637.0
20201201-08,1923167.0
20201201-09,1909186.0
20201201-10,1930402.0
20201201-11,1949802.0
20201201-12,1979816.0
20201201-13,2071198.0
20201201-14,2216994.0
20201201-15,2349515.0
20201201-16,2430920.0
20201201-17,2469778.0
20201201-18,2467085.0
20201201-19,2457614.0
20201201-20,2463323.0
20201201-21,2455521.0
20201201-22,2403624.0
20201201-23,2315505.0
20201202-00,2200716.0
20201202-01,2131317.0
20201202-02,2131283.0
20201202-03,2162640.0
20201202-04,2170270.0
20201202-05,2104768.0
20201202-06,2015039.0
20201202-07,1948792.0
20201202-08,1911080.0
20201202-09,1908018.0
20201202-10,1926169.0
20201202-11,1931736.0
20201202-12,1952820.0
20201202-13,2044730.0
20201202-14,2194310.0
20201202-15,2342176.0
20201202-16,2415537.0
20201202-17,2457125.0
20201202-18,2454653.0
20201202-19,2445663.0
20201202-20,2454952.0
20201202-21,2427282.0
20201202-22,2371067.0
20201202-23,2297813.0
20201203-00,2180519.0
20201203-01,2126867.0
20201203-02,2123377.0
20201203-03,2152050.0
20201203-04,2149397.0
20201203-05,2093129.0
20201203-06,2036252.0
20201203-07,1970272.0
20201203-08,1928714.0
20201203-09,1910512.0
20201203-10,1933531.0
20201203-11,1946940.0
20201203-12,1973998.0
20201203-13,2055260.0
20201203-14,2214484.0
20201203-15,2362636.0
20201203-16,2427902.0
20201203-17,2462367.0
20201203-18,2455003.0
20201203-19,2443020.0
20201203-20,2446216.0
20201203-21,2438808.0
20201203-22,2405970.0
20201203-23,2328209.0
20201204-00,2196405.0
20201204-01,2131542.0
20201204-02,2129074.0
20201204-03,2155604.0
20201204-04,2160179.0
20201204-05,2073040.0
20201204-06,1977428.0
20201204-07,1913138.0
20201204-08,1869473.0
20201204-09,1842637.0
20201204-10,1865744.0
20201204-11,1883805.0
20201204-12,1904944.0
20201204-13,1988434.0
20201204-14,2136132.0
20201204-15,2274015.0
20201204-16,2344882.0
20201204-17,2385631.0
20201204-18,2380679.0
20201204-19,2368510.0
20201204-20,2364998.0
20201204-21,2349541.0
20201204-22,2311731.0
20201204-23,2234726.0
20201205-00,2129459.0
20201205-01,2055994.0
20201205-02,2036206.0
20201205-03,2036813.0
20201205-04,2026379.0
20201205-05,2008857.0
20201205-06,1936134.0
20201205-07,1860321.0
20201205-08,1799186.0
20201205-09,1773185.0
20201205-10,1786503.0
20201205-11,1810129.0
20201205-12,1848228.0
20201205-13,1910399.0
20201205-14,2043147.0
20201205-15,2147845.0
20201205-16,2247568.0
20201205-17,2325221.0
20201205-18,2327546.0
20201205-19,2317336.0
20201205-20,2329551.0
20201205-21,2318002.0
20201205-22,2312853.0
20201205-23,2292787.0
20201206-00,2211555.0
20201206-01,2148392.0
20201206-02,2095957.0
20201206-03,2111410.0
20201206-04,2106896.0
20201206-05,2065001.0
20201206-06,1991137.0
20201206-07,1922152.0
20201206-08,1878019.0
20201206-09,1843119.0
20201206-10,1850814.0
20201206-11,1891619.0
20201206-12,1919454.0
20201206-13,1998599.0
20201206-14,2135219.0
20201206-15,2272656.0
20201206-16,2356575.0
20201206-17,2404305.0
20201206-18,2416730.0
20201206-19,2405347.0
20201206-20,2420624.0
20201206-21,2419844.0
20201206-22,2377497.0
20201206-23,2352464.0
20201207-00,2254130.0
20201207-01,2188060.0
20201207-02,2198543.0
20201207-03,2236504.0
20201207-04,2216771.0
20201207-05,2151944.0
20201207-06,2077467.0
20201207-07,1999621.0
20201207-08,1956947.0
20201207-09,1933720.0
20201207-10,1953345.0
20201207-11,1970006.0
20201207-12,2001632.0
