date_time,request_count
20210101-00,1970518.0
20210101-01,1963881.0
20210101-02,1957163.0
20210101-03,1916949.0
20210101-04,1899479.0
20210101-05,1873993.0
20210101-06,1801718.0
20210101-07,1790500.0
20210101-08,1716661.0
20210101-09,1672183.0
20210101-10,1702024.0
20210101-11,1742612.0
20210101-12,1791466.0
20210101-13,1864795.0
20210101-14,1977394.0
20210101-15,2112609.0
20210101-16,2228627.0
20210101-17,2329402.0
20210101-18,2377771.0
20210101-19,2383744.0
20210101-20,2373667.0
20210101-21,2365983.0
20210101-22,2361248.0
20210101-23,2344352.0
20210102-00,2277577.0
20210102-01,2208614.0
20210102-02,2163885.0
20210102-03,2148970.0
20210102-04,2144145.0
20210102-05,2104051.0
20210102-06,2031615.0
20210102-07,1952549.0
20210102-08,1883716.0
20210102-09,1846804.0
20210102-10,1874967.0
20210102-11,1910003.0
20210102-12,1941471.0
20210102-13,2011046.0
20210102-14,2125819.0
20210102-15,2258912.0
20210102-16,2365223.0
20210102-17,2430921.0
20210102-18,2464049.0
20210102-19,2451365.0
20210102-20,2431572.0
20210102-21,2436140.0
20210102-22,2435050.0
20210102-23,2411557.0
20210103-00,2354984.0
20210103-01,2298031.0
20210103-02,2249564.0
20210103-03,2232281.0
20210103-04,2214144.0
20210103-05,2168989.0
20210103-06,2096223.0
20210103-07,2004821.0
20210103-08,1929096.0
20210103-09,1891008.0
20210103-10,1919499.0
20210103-11,1961420.0
20210103-12,2003410.0
20210103-13,2071342.0
20210103-14,2196943.0
20210103-15,2327365.0
20210103-16,2431578.0
20210103-17,2494911.0
20210103-18,2517824.0
20210103-19,2499130.0
20210103-20,2513648.0
20210103-21,2499435.0
20210103-22,2436892.0
20210103-23,2413598.0
20210104-00,2322623.0
20210104-01,2247278.0
20210104-02,2240165.0
20210104-03,2246718.0
20210104-04,2225450.0
20210104-05,2160182.0
20210104-06,2086416.0
20210104-07,2011803.0
20210104-08,1954240.0
20210104-09,1938361.0
20210104-10,1977456.0
20210104-11,2018883.0
20210104-12,2050050.0
20210104-13,2129089.0
20210104-14,2257414.0
20210104-15,2402684.0
20210104-16,2457479.0
20210104-17,2501030.0
20210104-18,2492430.0
20210104-19,2482013.0
20210104-20,2496385.0
20210104-21,2415409.0
20210104-22,2411481.0
20210104-23,2347274.0
20210105-00,2263141.0
20210105-01,2190092.0
20210105-02,2173429.0
20210105-03,2180793.0
20210105-04,2186093.0
20210105-05,2129331.0
20210105-06,2048036.0
20210105-07,2000766.0
20210105-08,1953070.0
20210105-09,1937194.0
20210105-10,1960386.0
20210105-11,1997093.0
20210105-12,2032621.0
20210105-13,2116613.0
20210105-14,2268543.0
20210105-15,2394134.0
20210105-16,2473625.0
20210105-17,2505157.0
20210105-18,2491755.0
20210105-19,2480460.0
20210105-20,2500114.0
20210105-21,2486422.0
20210105-22,2457407.0
20210105-23,2375099.0
20210106-00,2271968.0
20210106-01,2191375.0
20210106-02,2158225.0
20210106-03,2158996.0
20210106-04,2142389.0
20210106-05,2074124.0
20210106-06,2015917.0
20210106-07,1952492.0
20210106-08,1904516.0
20210106-09,1906601.0
20210106-10,1952009.0
20210106-11,1991813.0
20210106-12,2024508.0
20210106-13,2110682.0
20210106-14,2247074.0
20210106-15,2378300.0
20210106-16,2447171.0
20210106-17,2471436.0
20210106-18,2461528.0
20210106-19,2408279.0
20210106-20,2354549.0
20210106-21,2197868.0
20210106-22,2128934.0
20210106-23,2104949.0
20210107-00,2033304.0
20210107-01,1986943.0
20210107-02,1959362.0
20210107-03,1985732.0
20210107-04,1978638.0
20210107-05,1944937.0
20210107-06,1878290.0
20210107-07,1864482.0
20210107-08,1821751.0
20210107-09,1819219.0
20210107-10,1877970.0
20210107-11,1924356.0
20210107-12,1977480.0
20210107-13,2060169.0
20210107-14,2200831.0
20210107-15,2336038.0
20210107-16,2407699.0
20210107-17,2423727.0
20210107-18,2396256.0
20210107-19,2389433.0
20210107-20,2388738.0
20210107-21,2392555.0
20210107-22,2371679.0
20210107-23,2288683.0
20210108-00,2178202.0
20210108-01,2100123.0
20210108-02,2079473.0
20210108-03,2091216.0
20210108-04,2087250.0
20210108-05,2042747.0
20210108-06,1967424.0
20210108-07,1901358.0
20210108-08,1871691.0
20210108-09,1876796.0
20210108-10,1938974.0
