date_time,request_count
20200501-00,2320408.0
20200501-01,2248681.0
20200501-02,2231257.0
20200501-03,2231049.0
20200501-05,2108734.0
20200501-04,2184961.0
20200501-06,2031828.0
20200501-07,2024108.0
20200501-09,2065962.0
20200501-08,2031498.0
20200501-10,2124951.0
20200501-11,2170990.0
20200501-12,2222498.0
20200501-13,2343183.0
20200501-15,2602968.0
20200501-14,2489350.0
20200501-16,2645830.0
20200501-17,2625930.0
20200501-18,2612276.0
20200501-19,2611460.0
20200501-20,2628611.0
20200501-21,2596687.0
20200501-22,2515166.0
20200501-23,2399229.0
20200502-00,2267100.0
20200502-02,2173458.0
20200502-03,2171447.0
20200502-04,2165895.0
20200502-05,2115409.0
20200502-06,2057773.0
20200502-07,2037512.0
20200502-08,2031034.0
20200502-09,2049687.0
20200502-10,2083032.0
20200502-01,2186023.0
20200502-11,2122230.0
20200502-12,2180682.0
20200502-13,2292030.0
20200502-14,2414979.0
20200502-15,2513714.0
20200502-16,2552677.0
20200502-17,2569830.0
20200502-18,2574502.0
20200502-19,2550397.0
20200502-20,2550823.0
20200502-21,2549872.0
20200502-22,2526788.0
20200502-23,2425213.0
20200503-00,2317070.0
20200503-01,2243605.0
20200503-02,2214484.0
20200503-03,2239143.0
20200503-04,2213466.0
20200503-05,2155349.0
20200503-06,2096566.0
20200503-07,2074054.0
20200503-08,2097415.0
20200503-09,2112884.0
20200503-10,2165143.0
20200503-11,2203173.0
20200503-12,2261108.0
20200503-13,2358554.0
20200503-14,2477215.0
20200503-15,2596730.0
20200503-16,2647563.0
20200503-17,2668763.0
20200503-18,2664719.0
20200503-19,2669059.0
20200503-20,2682414.0
20200503-21,2653351.0
20200503-22,2602285.0
20200503-23,2477220.0
20200504-00,2356123.0
20200504-01,2293463.0
20200504-02,2298615.0
20200504-03,2278192.0
20200504-04,2235157.0
20200504-05,2174748.0
20200504-06,2115827.0
20200504-07,2119133.0
20200504-08,2131460.0
20200504-09,2153006.0
20200504-10,2189217.0
20200504-11,2214263.0
20200504-12,2265943.0
20200504-13,2383392.0
20200504-14,2530251.0
20200504-15,2637177.0
20200504-16,2677084.0
20200504-17,2680748.0
20200504-18,2670155.0
20200504-19,2692315.0
20200504-20,2678993.0
20200504-21,2652199.0
20200504-22,2587306.0
20200504-23,2441063.0
20200505-00,2318304.0
20200505-01,2264891.0
20200505-02,2269121.0
20200505-03,2263094.0
20200505-04,2223846.0
20200505-05,2153557.0
20200505-06,2099338.0
20200505-07,2115284.0
20200505-08,2118515.0
20200505-09,2170177.0
20200505-10,2176892.0
20200505-11,2216993.0
20200505-12,2283695.0
20200505-13,2402930.0
20200505-14,2536941.0
20200505-15,2638202.0
20200505-16,2685745.0
20200505-17,2666225.0
20200505-18,2673166.0
20200505-19,2685704.0
20200505-20,2691063.0
20200505-21,2660322.0
20200505-22,2583633.0
20200505-23,2432204.0
20200506-00,2311124.0
20200506-01,2266435.0
20200506-02,2278254.0
20200506-03,2270168.0
20200506-04,2217528.0
20200506-05,2146748.0
20200506-06,2098446.0
20200506-07,2109391.0
20200506-08,2116952.0
20200506-09,2142182.0
20200506-10,2169491.0
20200506-11,2220624.0
20200506-12,2279910.0
20200506-13,2367165.0
20200506-14,2510182.0
20200506-15,2616306.0
20200506-16,2642427.0
20200506-17,2629938.0
20200506-18,2632481.0
20200506-19,2638379.0
20200506-20,2668313.0
20200506-22,2565693.0
20200506-21,2642978.0
20200507-00,2286690.0
20200507-01,2241405.0
20200507-02,2245479.0
20200507-03,2233084.0
20200507-04,2182308.0
20200507-05,2115902.0
20200506-23,2430597.0
20200507-06,2075828.0
20200507-07,2069950.0
20200507-08,2086778.0
20200507-09,2133941.0
20200507-10,2162480.0
20200507-11,2187070.0
20200507-12,2233823.0
20200507-13,2342281.0
20200507-14,2455216.0
20200507-15,2546417.0
20200507-16,2576806.0
20200507-17,2554774.0
20200507-18,2552514.0
20200507-19,2573326.0
20200507-20,2593049.0
20200507-21,2570059.0
20200507-22,2498695.0
20200507-23,2371819.0
20200508-00,2251259.0
20200508-01,2193331.0
20200508-02,2197181.0
20200508-03,2201041.0
20200508-04,2135720.0
20200508-05,2061009.0
20200508-06,2019109.0
20200508-07,2008770.0
20200508-08,2023451.0
20200508-09,2041562.0
20200508-10,2058059.0
20200508-11,2097801.0
20200508-12,2167777.0
20200508-13,2275070.0
20200508-14,2405474.0
20200508-15,2513969.0
20200508-16,2558231.0
20200508-17,2547806.0
20200508-18,2550454.0
20200508-19,2555027.0
20200508-20,2582331.0
20200508-21,2536639.0
20200508-22,2488366.0
20200508-23,2365055.0
20200509-00,2250530.0
20200509-01,2187640.0
20200509-02,2187403.0
20200509-03,2158886.0
20200509-04,2119589.0
20200509-05,2065134.0
20200509-06,2032592.0
20200509-07,2013791.0
20200509-08,1983601.0
20200509-09,1996034.0
20200509-10,2002615.0
20200509-11,2033445.0
20200509-12,2101924.0
20200509-13,2226501.0
20200509-14,2347677.0
20200509-15,2443409.0
20200509-16,2490847.0
20200509-17,2513311.0
20200509-18,2514388.0
20200509-19,2507494.0
20200509-20,2543637.0
20200509-21,2524904.0
20200509-22,2491197.0
20200509-23,2400040.0
20200510-00,2279176.0
20200510-01,2209486.0
20200510-02,2201561.0
