date_time,request_count
20201001-00,2045306.0
20201001-01,2039469.0
20201001-02,2046852.0
20201001-03,2065457.0
20201001-04,2013951.0
20201001-05,1934620.0
20201001-06,1863130.0
20201001-07,1854035.0
20201001-08,1832567.0
20201001-09,1839301.0
20201001-10,1879374.0
20201001-11,1912185.0
20201001-12,1989126.0
20201001-13,2167283.0
20201001-14,2298859.0
20201001-15,2370653.0
20201001-16,2398312.0
20201001-17,2396998.0
20201001-18,2412961.0
20201001-19,2425038.0
20201001-20,2420084.0
20201001-21,2384324.0
20201001-22,2258753.0
20201001-23,2119564.0
20201002-00,2022174.0
20201002-01,2018861.0
20201002-02,2042352.0
20201002-03,2027774.0
20201002-04,1956309.0
20201002-05,1877002.0
20201002-06,1742256.0
20201002-07,1767971.0
20201002-08,1786325.0
20201002-09,1807446.0
20201002-10,1837846.0
20201002-11,1909950.0
20201002-12,1951727.0
20201002-13,2100032.0
20201002-14,2244229.0
20201002-15,2326339.0
20201002-16,2360776.0
20201002-17,2345671.0
20201002-18,2340081.0
20201002-19,2332946.0
20201002-20,2333250.0
20201002-21,2290770.0
20201002-22,2162990.0
20201002-23,2013847.0
20201003-00,1934496.0
20201003-01,1919807.0
20201003-02,1914636.0
20201003-03,1921906.0
20201003-04,1897430.0
20201003-05,1839333.0
20201003-06,1788653.0
20201003-07,1770588.0
20201003-08,1774057.0
20201003-09,1763075.0
20201003-10,1787778.0
20201003-11,1831801.0
20201003-12,1879199.0
20201003-13,2003228.0
20201003-14,2120093.0
20201003-15,2224709.0
20201003-16,2239663.0
20201003-17,2239169.0
20201003-18,2239353.0
20201003-19,2256697.0
20201003-20,2281705.0
20201003-21,2280413.0
20201003-22,2238786.0
20201003-23,2107491.0
20201004-00,2027413.0
20201004-01,1995912.0
20201004-02,1993672.0
20201004-03,1999381.0
20201004-04,1976646.0
20201004-05,1908115.0
20201004-06,1842799.0
20201004-07,1819387.0
20201004-08,1817066.0
20201004-09,1826687.0
20201004-10,1859340.0
20201004-11,1901450.0
20201004-12,1953392.0
20201004-13,2059421.0
20201004-14,2190595.0
20201004-15,2297168.0
20201004-16,2349083.0
20201004-17,2355981.0
20201004-18,2376116.0
20201004-19,2394329.0
20201004-20,2388743.0
20201004-21,2357093.0
20201004-22,2293351.0
20201004-23,2158306.0
20201005-00,2091387.0
20201005-01,2111587.0
20201005-02,2134088.0
20201005-03,2129860.0
20201005-04,2074027.0
20201005-05,1988462.0
20201005-06,1928826.0
20201005-07,1902672.0
20201005-08,1884862.0
20201005-09,1908261.0
20201005-10,1929839.0
20201005-11,1975641.0
20201005-12,2040227.0
20201005-13,2176797.0
20201005-14,2361432.0
20201005-15,2427036.0
20201005-16,2438648.0
20201005-17,2432067.0
20201005-18,2449296.0
20201005-19,2469504.0
20201005-20,2460949.0
20201005-21,2605898.0
20201005-22,2478756.0
20201005-23,2278305.0
20201006-00,2142679.0
20201006-01,2129664.0
20201006-02,2116299.0
20201006-03,2128356.0
20201006-04,2087534.0
20201006-05,1993019.0
20201006-06,1941862.0
20201006-07,1941971.0
20201006-08,1932671.0
20201006-09,1943123.0
20201006-10,1954742.0
20201006-11,2016742.0
20201006-12,2086028.0
20201006-13,2229900.0
20201006-14,2421570.0
20201006-15,2516072.0
20201006-16,2523668.0
20201006-17,3354587.0
20201006-18,3363177.0
20201006-19,3246255.0
20201006-20,3173048.0
20201006-21,3032267.0
20201006-22,2739024.0
20201006-23,2175062.0
20201007-00,2070508.0
20201007-01,2081693.0
20201007-02,2112649.0
20201007-03,2148792.0
20201007-04,2089807.0
20201007-05,2005899.0
20201007-06,1945953.0
20201007-07,1945657.0
20201007-08,1938112.0
20201007-09,1954199.0
20201007-10,1963963.0
20201007-11,1998118.0
20201007-12,2094146.0
20201007-13,2237284.0
20201007-14,2389988.0
20201007-15,2463960.0
20201007-16,2490664.0
20201007-17,2474743.0
20201007-18,2472025.0
20201007-19,2492118.0
20201007-20,2490156.0
20201007-21,2462266.0
20201007-22,2343988.0
20201007-23,2198674.0
20201008-00,2103764.0
20201008-01,2086876.0
20201008-02,1995268.0
20201008-03,2022832.0
20201008-04,2048977.0
20201008-05,1984799.0
20201008-06,1942900.0
20201008-07,1938873.0
20201008-08,1942566.0
20201008-09,1954734.0
20201008-10,1978369.0
20201008-11,2028819.0
20201008-12,2094008.0
20201008-13,2224259.0
20201008-14,2456716.0
20201008-15,2455853.0
20201008-16,2481844.0
20201008-17,2462290.0
20201008-18,2467612.0
20201008-19,2483222.0
20201008-20,2468135.0
20201008-21,2438135.0
20201008-22,2312340.0
20201008-23,2151165.0
20201009-00,2032591.0
20201009-01,2023108.0
20201009-02,2083292.0
20201009-03,2092268.0
20201009-04,2051296.0
20201009-05,1976578.0
20201009-06,1909803.0
20201009-07,1902926.0
20201009-08,1893994.0
20201009-09,1902751.0
20201009-10,1925945.0
20201009-11,1995398.0
20201009-12,2048452.0
20201009-13,2166133.0
20201009-14,2311153.0
20201009-15,2392144.0
20201009-16,2415563.0
20201009-17,2393210.0
20201009-18,2394905.0
20201009-19,2402569.0
20201009-20,2390402.0
20201009-21,2356406.0
20201009-22,2254944.0
20201009-23,2118667.0
20201010-00,2006011.0
20201010-01,1986539.0
20201010-02,1985573.0
20201010-03,2001528.0
20201010-04,1979040.0
20201010-05,1922419.0
20201010-06,1871349.0
20201010-07,1844229.0
20201010-08,1826776.0
20201010-09,1821159.0
20201010-10,1850159.0
20201010-11,1912820.0
20201010-12,1961065.0
20201010-13,2066967.0
20201010-14,2174472.0
20201010-15,2338980.0
20201010-16,2362323.0
20201010-17,2347796.0
20201010-18,2331379.0
20201010-19,2340556.0
20201010-20,2341105.0
20201010-21,2348318.0
20201010-22,2278928.0
20201010-23,2170472.0
20201011-00,2071094.0
20201011-01,2056359.0
20201011-02,2056866.0
20201011-03,2078913.0
20201011-04,2026691.0
20201011-05,1963986.0
20201011-06,1911377.0
20201011-07,1889004.0
20201011-08,1893867.0
20201011-09,1912147.0
20201011-10,1924339.0
20201011-11,1954548.0
20201011-12,2005043.0
20201011-13,2106815.0
20201011-14,2218830.0
20201011-15,2336475.0
20201011-16,2396136.0
20201011-17,2427601.0
20201011-18,2416517.0
20201011-19,2445324.0
20201011-20,2456644.0
20201011-21,2440914.0
20201011-22,2362392.0
20201011-23,2232889.0
20201012-00,2119864.0
20201012-01,2123406.0
20201012-02,2165075.0
20201012-03,2158956.0
20201012-04,2131370.0
20201012-05,2056738.0
20201012-06,2003225.0
20201012-07,1978768.0
20201012-08,1964428.0
20201012-09,1977483.0
20201012-10,1996160.0
20201012-11,2030103.0
20201012-12,2102891.0
20201012-13,2236160.0
20201012-14,2384560.0
20201012-15,2471863.0
20201012-16,2504782.0
20201012-17,2512307.0
20201012-18,2506846.0
20201012-19,2522883.0
20201012-20,2542412.0
20201012-21,2526882.0
20201012-22,2401470.0
20201012-23,2239882.0
20201013-00,2131919.0
20201013-01,2141337.0
20201013-02,2154264.0
20201013-03,2182932.0
20201013-04,2110743.0
20201013-05,2036063.0
20201013-06,1978195.0
20201013-07,1952445.0
20201013-08,1948777.0
20201013-09,1965008.0
20201013-10,1985855.0
20201013-11,2041822.0
20201013-12,2104557.0
20201013-13,2245293.0
20201013-14,2393791.0
20201013-15,2462000.0
20201013-16,2485501.0
20201013-17,2484084.0
20201013-18,2459936.0
20201013-19,2488466.0
20201013-20,2489065.0
20201013-21,2465052.0
20201013-22,2345522.0
20201013-23,2179765.0
20201014-00,2076923.0
20201014-01,2093470.0
20201014-02,2115761.0
20201014-03,2127725.0
20201014-04,2099506.0
20201014-05,2006668.0
20201014-06,1942212.0
20201014-07,1935858.0
20201014-08,1925753.0
20201014-09,1951295.0
20201014-10,1976637.0
20201014-11,2004813.0
20201014-12,2069835.0
20201014-13,2212345.0
20201014-14,2370759.0
20201014-15,2454707.0
20201014-16,2488713.0
20201014-17,2467132.0
20201014-18,2485175.0
20201014-19,2505362.0
20201014-20,2500182.0
20201014-21,2474655.0
20201014-22,2457827.0
20201014-23,2184739.0
20201015-00,2116672.0
20201015-01,2116188.0
20201015-02,2131669.0
20201015-03,2160429.0
20201015-04,2100758.0
20201015-05,2004670.0
20201015-06,1952153.0
20201015-07,1954310.0
20201015-08,1964259.0
20201015-09,1990756.0
20201015-10,1990230.0
20201015-11,2016401.0
20201015-12,2080178.0
20201015-13,2223109.0
20201015-14,2361963.0
20201015-15,2439265.0
20201015-16,2473949.0
20201015-17,2464714.0
20201015-18,2514780.0
20201015-19,2546701.0
20201015-20,2551726.0
20201015-21,2515228.0
20201015-22,2393783.0
20201015-23,2265453.0
20201016-00,2124650.0
20201016-01,2089131.0
20201016-02,2102879.0
20201016-03,2141889.0
20201016-04,2102540.0
20201016-05,2011644.0
20201016-06,1961727.0
20201016-07,1962649.0
20201016-08,1935447.0
20201016-09,1945076.0
20201016-10,1974729.0
20201016-11,2015174.0
20201016-12,2076737.0
20201016-13,2232930.0
20201016-14,2373185.0
20201016-15,2436746.0
20201016-16,2557162.0
20201016-17,2478119.0
20201016-18,2463318.0
20201016-19,2512852.0
20201016-20,2536652.0
20201016-21,2452757.0
20201016-22,2290842.0
20201016-23,2160075.0
20201017-00,2044046.0
20201017-01,2055848.0
20201017-02,2058587.0
20201017-03,2131024.0
20201017-04,2086177.0
20201017-05,1998987.0
20201017-06,1965606.0
20201017-07,1927792.0
20201017-08,1921006.0
20201017-09,1880673.0
20201017-10,1948089.0
20201017-11,1964301.0
20201017-12,1995814.0
20201017-13,2127519.0
20201017-14,2228665.0
20201017-15,2269180.0
20201017-16,2312112.0
20201017-17,2338447.0
20201017-18,2367509.0
20201017-19,2440749.0
20201017-20,2387910.0
20201017-21,2391454.0
20201017-22,2314396.0
20201017-23,2263277.0
20201018-00,2186077.0
20201018-01,2146074.0
20201018-02,2101881.0
20201018-03,2129479.0
20201018-04,2117214.0
20201018-05,2045308.0
20201018-06,2017732.0
20201018-07,1948426.0
20201018-08,1956592.0
20201018-09,1945979.0
20201018-10,1976810.0
20201018-11,2045563.0
20201018-12,2094079.0
20201018-13,2157357.0
20201018-14,2262022.0
20201018-15,2368989.0
20201018-16,2447957.0
20201018-17,2496780.0
20201018-18,2482313.0
20201018-19,2499853.0
20201018-20,2516802.0
20201018-21,2490365.0
20201018-22,2449639.0
20201018-23,2330536.0
20201019-00,2230697.0
20201019-01,2236881.0
20201019-02,2240994.0
20201019-03,2254947.0
20201019-04,2198538.0
20201019-05,2105819.0
20201019-06,2051730.0
20201019-07,2041568.0
20201019-08,2042018.0
20201019-09,2028057.0
20201019-10,2034226.0
20201019-11,2091648.0
20201019-12,2133701.0
20201019-13,2263665.0
20201019-14,2430881.0
20201019-15,2512166.0
20201019-16,2528879.0
20201019-17,2523655.0
20201019-18,2543145.0
20201019-19,2563501.0
20201019-20,2563211.0
20201019-21,2543303.0
20201019-22,2410869.0
20201019-23,2255145.0
20201020-00,2168875.0
20201020-01,2165177.0
20201020-02,2173759.0
20201020-03,2189075.0
20201020-04,2128694.0
20201020-05,2034194.0
20201020-06,1981835.0
20201020-07,1968345.0
20201020-08,1973877.0
20201020-09,1985183.0
20201020-10,2009999.0
20201020-11,2054087.0
20201020-12,2120630.0
20201020-13,2266715.0
20201020-14,2422824.0
20201020-15,2498010.0
20201020-16,2511971.0
20201020-17,2492548.0
20201020-18,2513101.0
20201020-19,2528837.0
20201020-20,2501625.0
20201020-21,2496842.0
20201020-22,2385783.0
20201020-23,2225335.0
20201021-00,2146324.0
20201021-01,2161475.0
20201021-02,2180233.0
20201021-03,2182913.0
20201021-04,2126392.0
20201021-05,2029226.0
20201021-06,1983569.0
20201021-07,1969438.0
20201021-08,1954569.0
20201021-09,1972966.0
20201021-10,2007561.0
20201021-11,2048573.0
20201021-12,2102842.0
20201021-13,2239988.0
20201021-14,2395086.0
20201021-15,2477175.0
20201021-16,2502193.0
20201021-17,2493147.0
20201021-18,2498177.0
20201021-19,2509068.0
20201021-20,2490001.0
20201021-22,2420215.0
20201021-21,2455455.0
20201021-23,2228664.0
20201022-00,2118837.0
20201022-01,2123967.0
20201022-02,2134452.0
20201022-03,2142501.0
20201022-04,2091356.0
20201022-05,1998311.0
20201022-06,1970148.0
20201022-07,1965809.0
20201022-08,1953979.0
20201022-09,1956233.0
20201022-10,1989645.0
20201022-11,2022928.0
20201022-12,2075440.0
20201022-13,2214064.0
20201022-14,2371456.0
20201022-15,2449930.0
20201022-16,2463849.0
20201022-17,2459272.0
20201022-18,2463860.0
20201022-19,2476943.0
20201022-20,2467494.0
20201022-21,2439398.0
20201022-22,2320659.0
20201022-23,2187013.0
20201023-00,2081660.0
20201023-01,2071629.0
20201023-02,1920327.0
20201023-03,1951807.0
20201023-04,1984464.0
20201023-05,1922615.0
20201023-06,1875628.0
20201023-07,1872528.0
20201023-08,1862712.0
20201023-09,1883915.0
20201023-10,1902334.0
20201023-11,1952622.0
20201023-12,2005147.0
20201023-13,2149742.0
20201023-14,2297715.0
20201023-15,2374367.0
20201023-16,2403619.0
20201023-17,2390576.0
20201023-18,2394611.0
20201023-19,2410369.0
20201023-20,2419600.0
20201023-21,2444853.0
20201023-22,2357774.0
20201023-23,2232917.0
20201024-00,2121773.0
20201024-01,2110272.0
20201024-02,2090399.0
20201024-03,2110458.0
20201024-04,2067688.0
20201024-05,2000459.0
20201024-06,1934373.0
20201024-07,1907775.0
20201024-08,1886973.0
20201024-09,1893725.0
20201024-10,1864333.0
20201024-11,1900767.0
20201024-12,2002225.0
20201024-13,2113738.0
20201024-14,2214031.0
20201024-15,2303478.0
20201024-16,2364757.0
20201024-17,2380993.0
20201024-18,2386989.0
20201024-19,2399358.0
20201024-20,2422537.0
20201024-21,2429661.0
20201024-22,2368896.0
20201024-23,2270386.0
20201025-00,2177163.0
20201025-01,2154118.0
20201025-02,2135155.0
20201025-03,2147843.0
20201025-04,2104830.0
20201025-05,2023809.0
20201025-06,1941595.0
20201025-07,1895269.0
20201025-08,1891798.0
20201025-09,1918981.0
20201025-10,1952847.0
20201025-11,2019530.0
20201025-12,2093990.0
20201025-13,2175657.0
20201025-14,2270678.0
20201025-15,2370462.0
20201025-16,2452351.0
20201025-17,2494803.0
20201025-18,2501576.0
20201025-19,2520484.0
20201025-20,2479233.0
20201025-21,2510674.0
20201025-22,2473525.0
20201025-23,2401567.0
20201026-00,2275059.0
20201026-01,2264533.0
20201026-02,2286693.0
20201026-03,2271782.0
20201026-04,2177578.0
20201026-05,2062678.0
20201026-06,1956978.0
20201026-07,1937402.0
20201026-08,1913862.0
20201026-09,1948625.0
20201026-10,1986755.0
20201026-11,2064312.0
20201026-12,2112450.0
20201026-13,2270696.0
20201026-14,2422979.0
20201026-15,2516975.0
20201026-16,2563743.0
20201026-17,2570143.0
