date_time,request_count
20200201-00,2277486.0
20200201-01,2169740.0
20200201-02,2128873.0
20200201-03,2169706.0
20200201-04,2135795.0
20200201-05,2101541.0
20200201-06,2067013.0
20200201-07,1979460.0
20200201-08,1937008.0
20200201-09,2090254.0
20200201-10,2188296.0
20200201-11,2159300.0
20200201-12,2055962.0
20200201-13,2124198.0
20200201-14,2404372.0
20200201-15,2526122.0
20200201-16,2462073.0
20200201-17,2524264.0
20200201-18,2562250.0
20200201-19,2491367.0
20200201-20,2442661.0
20200201-21,2504773.0
20200201-22,2514768.0
20200201-23,2418416.0
20200202-00,2346932.0
20200202-01,2315084.0
20200202-02,2261612.0
20200202-03,2242667.0
20200202-04,2244759.0
20200202-05,2147914.0
20200202-06,2172186.0
20200202-07,2077484.0
20200202-08,1984397.0
20200202-09,1992553.0
20200202-10,2057133.0
20200202-11,2118149.0
20200202-12,2136770.0
20200202-13,2229166.0
20200202-14,2336713.0
20200202-15,2444580.0
20200202-16,2509625.0
20200202-17,2556394.0
20200202-18,2629802.0
20200202-19,2556722.0
20200202-20,2577921.0
20200202-21,2601278.0
20200202-22,2606932.0
20200202-23,2476482.0
20200203-00,2246622.0
20200203-01,2141413.0
20200203-02,2140982.0
20200203-03,2167735.0
20200203-04,2122811.0
20200203-05,2209634.0
20200203-06,2120314.0
20200203-07,2096557.0
20200203-08,2024938.0
20200203-09,1990303.0
20200203-10,2090708.0
20200203-11,2097017.0
20200203-12,2190012.0
20200203-13,2326007.0
20200203-14,2476139.0
20200203-15,2617377.0
20200203-16,2678184.0
20200203-17,2714000.0
20200203-18,2716828.0
20200203-19,2783171.0
20200203-20,2788053.0
20200203-21,2823636.0
20200203-22,2710073.0
20200203-23,2545176.0
20200204-00,2432527.0
20200204-01,2359856.0
20200204-02,2326260.0
20200204-03,2371015.0
20200204-04,2344908.0
20200204-05,2290461.0
20200204-06,2241173.0
20200204-07,2180570.0
20200204-08,2108872.0
20200204-09,2126041.0
20200204-10,2174646.0
20200204-11,2216417.0
20200204-12,2274394.0
20200204-13,2394567.0
20200204-14,2517489.0
20200204-15,2616668.0
20200204-16,2652908.0
20200204-17,2498819.0
20200204-18,2699185.0
20200204-19,2823014.0
20200204-20,2844267.0
20200204-21,2857226.0
20200204-22,2806567.0
20200204-23,2671557.0
20200205-00,2586851.0
20200205-01,2669804.0
20200205-02,2431334.0
20200205-03,2351846.0
20200205-04,2462172.0
20200205-05,2333483.0
20200205-06,2241979.0
20200205-07,2194743.0
20200205-08,2141667.0
20200205-09,2141641.0
20200205-10,2186935.0
20200205-11,2254846.0
20200205-12,2285177.0
20200205-13,2459640.0
20200205-14,2528745.0
20200205-15,2683358.0
20200205-16,2758572.0
20200205-17,2793820.0
20200205-18,2868707.0
20200205-19,2942785.0
20200205-20,2962700.0
20200205-21,2877049.0
20200205-22,2787714.0
20200205-23,2654109.0
20200206-00,2509521.0
20200206-01,2530330.0
20200206-02,2408087.0
20200206-03,2395226.0
20200206-04,2391606.0
20200206-05,2315139.0
20200206-06,2204777.0
20200206-07,2236934.0
20200206-08,2105171.0
20200206-09,2114321.0
20200206-10,2163676.0
20200206-11,2204509.0
20200206-12,2249218.0
20200206-13,2405664.0
20200206-14,2480662.0
20200206-15,2660592.0
20200206-16,2733731.0
20200206-17,2719677.0
20200206-18,2722146.0
20200206-19,2762363.0
20200206-20,2757250.0
20200206-21,2575440.0
20200206-22,2655035.0
20200206-23,2539228.0
20200207-00,2436783.0
20200207-01,2386575.0
20200207-02,2365419.0
20200207-03,2385609.0
20200207-04,2411976.0
20200207-05,2337077.0
20200207-06,2216385.0
20200207-07,2183983.0
20200207-08,2099196.0
20200207-09,2067190.0
20200207-10,2103083.0
20200207-11,2118820.0
20200207-12,2142189.0
20200207-13,2259969.0
20200207-14,2381182.0
20200207-15,2424366.0
20200207-16,2599905.0
20200207-17,2615774.0
20200207-18,2570023.0
20200207-19,2624178.0
20200207-20,2613097.0
20200207-21,2646886.0
20200207-22,2612506.0
20200207-23,2518478.0
20200208-00,2354692.0
20200208-01,2283592.0
20200208-02,2201902.0
20200208-03,2172065.0
20200208-04,2162734.0
20200208-05,2101857.0
20200208-06,2085460.0
20200208-07,2044971.0
20200208-08,1963731.0
20200208-09,1964787.0
20200208-10,2014992.0
20200208-11,2002674.0
20200208-12,2017449.0
20200208-13,2068744.0
20200208-14,2187591.0
20200208-15,2328454.0
20200208-16,2464384.0
20200208-17,2473570.0
20200208-18,2534726.0
20200208-19,2564110.0
20200208-20,2570636.0
20200208-21,2557449.0
20200208-22,2572454.0
20200208-23,2525149.0
20200209-00,2458444.0
20200209-01,2373439.0
20200209-02,2295151.0
20200209-03,2281885.0
20200209-04,2228785.0
20200209-05,2199651.0
20200209-06,2170579.0
20200209-07,2073316.0
20200209-08,2027497.0
20200209-09,1967002.0
20200209-10,2041583.0
20200209-11,2105099.0
20200209-12,2122667.0
20200209-13,2253974.0
20200209-14,2375585.0
20200209-15,2503927.0
20200209-16,2577210.0
20200209-17,2611884.0
20200209-18,2635818.0
20200209-19,2700622.0
20200209-20,2723277.0
20200209-21,2714834.0
20200209-22,2691715.0
20200209-23,2592475.0
20200210-00,2477086.0
20200210-01,2428540.0
20200210-02,2349074.0
20200210-03,2344978.0
20200210-04,2324591.0
20200210-05,2230235.0
20200210-06,2197823.0
20200210-07,2185524.0
20200210-08,2113739.0
20200210-09,2068511.0
20200210-10,2114785.0
20200210-11,2148719.0
20200210-12,2192011.0
20200210-13,2308716.0
20200210-14,2474640.0
20200210-15,2610185.0
20200210-16,2678529.0
20200210-17,2697038.0
20200210-18,2784349.0
20200210-19,2798044.0
20200210-20,2727468.0
20200210-21,2680389.0
20200210-22,2635831.0
20200210-23,2525937.0
20200211-00,2398756.0
20200211-01,2406241.0
20200211-02,2411665.0
20200211-03,2442761.0
20200211-04,2327178.0
20200211-05,2237115.0
20200211-06,2188010.0
20200211-07,2109867.0
20200211-08,2185308.0
20200211-09,2132788.0
20200211-10,2195986.0
20200211-11,2233995.0
20200211-12,2266963.0
20200211-13,2353160.0
20200211-14,2573213.0
20200211-15,2650094.0
20200211-16,2697066.0
20200211-17,2719772.0
20200211-18,2735502.0
20200211-19,2786550.0
20200211-20,2739181.0
20200211-21,2705309.0
20200211-22,2544368.0
20200211-23,2498927.0
20200212-00,2362963.0
20200212-01,2342078.0
20200212-02,2312450.0
20200212-03,2252871.0
20200212-04,2234737.0
20200212-05,2700322.0
20200212-06,2155428.0
20200212-07,2090100.0
20200212-08,2084460.0
20200212-09,2097442.0
20200212-10,2108365.0
20200212-11,2160559.0
20200212-13,2335292.0
20200212-14,2467137.0
20200212-12,2196611.0
20200212-15,2608027.0
20200212-16,2696169.0
20200212-17,2728213.0
20200212-18,2747397.0
20200212-19,2767551.0
20200212-20,2728962.0
20200212-21,2694927.0
20200212-22,2627090.0
20200212-23,2514663.0
20200213-00,2354740.0
20200213-01,2337634.0
20200213-02,2312111.0
20200213-03,2305957.0
20200213-04,2295985.0
20200213-05,2221445.0
20200213-06,2177849.0
20200213-07,2108309.0
20200213-08,2113194.0
20200213-09,2100348.0
20200213-10,2145446.0
20200213-11,2169554.0
20200213-12,2237134.0
20200213-13,2318901.0
20200213-14,2491866.0
20200213-15,2616279.0
20200213-16,2733740.0
20200213-17,2748733.0
20200213-18,2743646.0
20200213-19,2812826.0
20200213-20,2827988.0
20200213-21,2793622.0
20200213-22,2716647.0
20200213-23,2579717.0
20200214-00,2439077.0
20200214-01,2387679.0
20200214-02,2336972.0
20200214-03,2314055.0
20200214-04,2322053.0
20200214-05,2296591.0
20200214-06,2204176.0
20200214-07,2172504.0
20200214-08,2161583.0
20200214-09,2150893.0
20200214-10,2158011.0
20200214-11,2157048.0
20200214-12,2184372.0
20200214-13,2311387.0
20200214-14,2469733.0
20200214-15,2623617.0
20200214-16,2675560.0
20200214-17,2655062.0
20200214-18,2670761.0
20200214-19,2630416.0
20200214-20,2601579.0
20200214-21,2553772.0
20200214-22,2456267.0
20200215-00,2298564.0
20200215-01,2222947.0
20200215-02,2223287.0
20200215-03,2201791.0
20200215-04,2177492.0
20200214-23,2370666.0
20200215-05,2115281.0
20200215-06,2069361.0
20200215-07,2070645.0
20200215-08,2741105.0
20200215-09,2709609.0
20200215-10,2717652.0
20200215-11,2334697.0
20200215-12,2082890.0
20200215-13,2216108.0
20200215-14,2328107.0
20200215-15,2440899.0
20200215-16,2549327.0
20200215-17,2561805.0
20200215-18,2604171.0
20200215-19,2643530.0
20200215-20,2685405.0
20200215-21,2674110.0
20200215-22,2585590.0
20200215-23,2494284.0
20200216-00,2430372.0
20200216-01,2357828.0
20200216-02,2287944.0
20200216-03,2349849.0
20200216-04,2304182.0
20200216-05,2273426.0
20200216-06,2197055.0
20200216-07,2175605.0
20200216-08,2140054.0
20200216-09,2164269.0
20200216-10,2266244.0
20200216-11,2259799.0
20200216-12,2279027.0
20200216-13,2333213.0
20200216-14,2451191.0
20200216-15,2626053.0
20200216-16,2665190.0
20200216-17,2694414.0
20200216-18,2783775.0
20200216-19,2778130.0
20200216-20,2804271.0
20200216-21,2734726.0
20200216-22,2697867.0
20200216-23,2620560.0
20200217-00,2515012.0
20200217-01,2505926.0
20200217-02,2483600.0
20200217-03,2512021.0
20200217-04,2444931.0
20200217-05,2396541.0
20200217-06,2389491.0
20200217-07,2314467.0
20200217-08,2256239.0
20200217-09,2225715.0
20200217-10,2304416.0
20200217-11,2299721.0
20200217-12,2309773.0
20200217-13,2438252.0
20200217-14,2561014.0
20200217-15,2713038.0
20200217-16,2755154.0
20200217-17,2714639.0
20200217-18,2688035.0
20200217-19,2786843.0
20200217-20,2773173.0
20200217-21,2792940.0
20200217-22,2689016.0
20200217-23,2559833.0
20200218-00,2479397.0
20200218-01,2492906.0
20200218-02,2455586.0
20200218-03,2482272.0
20200218-04,2480068.0
20200218-05,2350614.0
20200218-06,2297697.0
20200218-07,2219388.0
20200218-08,2223883.0
20200218-09,2209512.0
20200218-10,2231145.0
20200218-11,2259714.0
20200218-12,2294395.0
20200218-13,2405705.0
20200218-14,2533197.0
20200218-15,2652710.0
20200218-16,2744324.0
20200218-17,2792982.0
20200218-18,2791589.0
20200218-19,2802899.0
20200218-20,2811720.0
20200218-21,2789393.0
20200218-22,2720203.0
20200218-23,2593957.0
20200219-00,2455808.0
20200219-01,2407046.0
20200219-02,2351430.0
20200219-03,2360197.0
20200219-04,2315330.0
20200219-05,2244113.0
20200219-06,2206463.0
20200219-07,2140827.0
20200219-08,2118820.0
20200219-09,2131178.0
20200219-10,2186519.0
20200219-11,2228582.0
20200219-12,2283483.0
20200219-13,2387366.0
20200219-14,2547092.0
20200219-15,2670100.0
20200219-16,2728206.0
20200219-17,2709990.0
20200219-18,2726933.0
20200219-19,2763480.0
20200219-20,2793397.0
20200219-21,2819408.0
20200219-22,2680697.0
20200219-23,2531390.0
20200220-00,2400516.0
20200220-01,2396948.0
20200220-02,2356743.0
20200220-03,2310587.0
20200220-04,2313478.0
20200220-05,2233380.0
20200220-06,2186778.0
20200220-07,2128822.0
20200220-08,2109894.0
20200220-09,2133308.0
20200220-10,2183353.0
20200220-11,2214024.0
20200220-12,2288376.0
20200220-13,2389649.0
20200220-14,2486486.0
20200220-15,2641449.0
20200220-16,2718545.0
20200220-17,2716761.0
20200220-18,2668363.0
20200220-19,2718412.0
20200220-20,2776930.0
20200220-21,2790968.0
20200220-22,2674633.0
20200220-23,2536833.0
20200221-00,2400059.0
20200221-01,2344922.0
20200221-02,2313009.0
20200221-03,2333559.0
20200221-04,2343295.0
20200221-05,2268888.0
20200221-06,2195021.0
20200221-07,2144178.0
20200221-08,2077644.0
20200221-09,2121951.0
20200221-10,2171458.0
20200221-11,2179948.0
20200221-12,2032791.0
20200221-13,2280985.0
20200221-14,2402108.0
20200221-15,2552243.0
20200221-16,2625691.0
20200221-17,2635884.0
20200221-18,2676351.0
20200221-19,2664233.0
20200221-20,2660775.0
20200221-21,2654826.0
20200221-22,2564168.0
20200221-23,2441698.0
20200222-00,2306606.0
20200222-01,2268833.0
20200222-02,2191709.0
20200222-03,2224848.0
20200222-04,2229046.0
20200222-05,2191010.0
20200222-06,2081483.0
20200222-07,2039270.0
20200222-08,2015524.0
20200222-09,2007817.0
20200222-10,2027770.0
20200222-11,2044151.0
20200222-12,2025730.0
20200222-13,2120807.0
20200222-14,2240573.0
20200222-15,2363092.0
20200222-16,2448193.0
20200222-17,2480178.0
20200222-18,2527158.0
20200222-19,2540937.0
20200222-20,2541634.0
20200222-21,2568249.0
20200222-22,2536611.0
20200222-23,2431644.0
20200223-00,2304441.0
20200223-01,2264829.0
20200223-02,2204999.0
20200223-03,2213687.0
20200223-04,2228481.0
20200223-05,2189759.0
20200223-06,2046439.0
20200223-07,2028784.0
20200223-08,1992091.0
20200223-09,1983969.0
20200223-10,2043033.0
20200223-11,2086725.0
20200223-12,2071740.0
20200223-13,2184096.0
20200223-14,2321788.0
20200223-15,2471908.0
20200223-16,2564628.0
20200223-17,2632475.0
20200223-18,2690801.0
20200223-19,2660679.0
20200223-20,2684888.0
20200223-21,2707711.0
20200223-22,2644189.0
20200223-23,2552140.0
20200224-00,2402033.0
20200224-01,2379333.0
20200224-02,2384950.0
20200224-03,2397634.0
20200224-04,2424127.0
20200224-05,2377761.0
20200224-06,2248678.0
20200224-07,2166768.0
20200224-08,2089401.0
20200224-09,2094467.0
20200224-10,2152156.0
20200224-11,2211431.0
20200224-12,2238843.0
20200224-13,2387636.0
20200224-14,2484232.0
20200224-15,2645649.0
20200224-16,2752154.0
20200224-17,2787917.0
20200224-18,2798051.0
20200224-19,2835297.0
