date_time,request_count
20200121-00,2504433.0
20200121-01,2481646.0
20200121-02,2433142.0
20200121-03,2471810.0
20200121-04,2424425.0
20200121-05,2329359.0
20200121-06,2228030.0
20200121-07,2200901.0
20200121-08,2157594.0
20200121-09,2181443.0
20200121-10,2251063.0
20200121-11,2335192.0
20200121-12,2382216.0
20200121-13,2504721.0
20200121-14,2591129.0
20200121-15,2764002.0
20200121-16,2804560.0
20200121-17,2826141.0
20200121-18,2793153.0
20200121-19,2814263.0
20200121-20,2816272.0
20200121-21,2835013.0
20200121-22,2821070.0
20200121-23,2654095.0
20200122-00,2512624.0
20200122-01,2432651.0
20200122-02,2408089.0
20200122-03,2410698.0
20200122-04,2386558.0
20200122-05,2303917.0
20200122-06,2224560.0
20200122-07,2180144.0
20200122-08,2157007.0
20200122-09,2166867.0
20200122-10,2233572.0
20200122-11,2315360.0
20200122-12,2310051.0
20200122-13,2403226.0
20200122-14,2637841.0
20200122-15,2694887.0
20200122-16,2831752.0
20200122-17,2859534.0
20200122-18,2825940.0
20200122-19,2858241.0
20200122-20,2821725.0
20200122-21,2796800.0
20200122-22,2719510.0
20200122-23,2625557.0
20200123-00,2475187.0
20200123-01,2399934.0
20200123-02,2415996.0
20200123-03,2460299.0
20200123-04,2413355.0
20200123-05,2347001.0
20200123-06,2278790.0
20200123-07,2181778.0
20200123-08,2173430.0
20200123-09,2201080.0
20200123-10,2259411.0
20200123-11,2262431.0
20200123-12,2296449.0
20200123-13,2424653.0
20200123-14,2543631.0
20200123-15,2715382.0
20200123-16,2773858.0
20200123-17,2789761.0
20200123-18,2834752.0
20200123-19,2864804.0
20200123-20,2849441.0
20200123-21,2850648.0
20200123-22,2805531.0
20200123-23,2750423.0
20200124-00,2602023.0
20200124-01,2553286.0
20200124-02,2579645.0
20200124-03,2532320.0
20200124-04,2522795.0
20200124-05,2387084.0
20200124-06,2372558.0
20200124-07,2323786.0
20200124-08,2276425.0
20200124-09,2256417.0
20200124-10,2311814.0
20200124-11,2378559.0
20200124-12,2416097.0
20200124-13,2508947.0
20200124-14,2663483.0
20200124-15,2811845.0
20200124-16,2869203.0
20200124-17,2900557.0
20200124-18,2893555.0
20200124-19,2849021.0
20200124-20,2827870.0
20200124-21,2750770.0
20200124-22,2706036.0
20200124-23,2635608.0
20200125-00,2444367.0
20200125-01,2366387.0
20200125-02,2278198.0
20200125-03,2228157.0
20200125-04,2208831.0
20200125-05,2254141.0
20200125-06,2186077.0
20200125-07,2110214.0
20200125-08,2146072.0
20200125-09,2138127.0
20200125-10,2161798.0
20200125-11,2242126.0
20200125-12,2219884.0
20200125-13,2311094.0
20200125-14,2440229.0
20200125-15,2497293.0
20200125-16,2567030.0
20200125-17,2657516.0
20200125-18,2771782.0
20200125-19,2794174.0
20200125-20,2829652.0
20200125-21,2773663.0
20200125-22,2779647.0
20200125-23,2725196.0
20200126-00,2646069.0
20200126-01,2549053.0
20200126-02,2367839.0
20200126-03,2359574.0
20200126-04,2346466.0
20200126-05,2278624.0
20200126-06,2319372.0
20200126-07,2319220.0
20200126-08,2258068.0
20200126-09,2273037.0
20200126-10,2163958.0
20200126-11,2199797.0
20200126-12,2249191.0
20200126-13,2285487.0
20200126-14,2427861.0
20200126-15,2338866.0
20200126-16,2575082.0
20200126-17,2481470.0
20200126-18,2555035.0
20200126-19,2691871.0
