number_of_server,distance,server_0,server_1,server_2,server_3,reward
1,0.43682415819079257,0.0,0.7122518494623788,0.0,0.0,1
1,0.43682415819079257,0.0,1.2142518494623789,0.0,0.0,0.8292757299770483
1,0.43682415819079257,0.0,1.7172518494623787,0.0,0.0,0.4560313119181108
3,0.4789253018112047,0.0,1.7172518494623787,0.0,0.7515209889929231,1
2,0.2886688012785054,0.0,1.7172518494623787,0.5565059424822315,0.7515209889929231,1
3,0.4789253018112047,0.0,1.7172518494623787,0.5565059424822315,1.258520988992923,0.8020381272503443
1,0.47371154960190626,0.0,0.7527407952501216,0.0,0.0,1
1,0.47371154960190626,0.0,1.2627407952501217,0.0,0.0,0.8032323594907826
1,0.4255877120859568,0.0,0.7229548303179422,0.0,0.0,1
1,0.4255877120859568,0.0,1.2369548303179423,0.0,0.0,0.8234306747650574
1,0.4233404228649896,0.0,0.7549548303179423,0.0,0.0,1
1,0.4233404228649896,0.0,1.2769548303179423,0.0,0.0,0.796415410342775
1,0.42109313364402245,0.0,0.7999548303179423,0.0,0.0,1
1,0.42109313364402245,0.0,1.3269548303179424,0.0,0.0,0.7633081940108513
1,0.41435126598112093,0.0,0.7352625592584322,0.0,0.0,1
1,0.41435126598112093,0.0,1.2722625592584322,0.0,0.0,0.8072969733408575
1,0.4121039767601538,0.0,0.8122625592584323,0.0,0.0,1
1,0.4121039767601538,0.0,1.3552625592584322,0.0,0.0,0.7568957477015096
1,0.4098566875391867,0.0,0.9002625592584322,0.0,0.0,1
1,0.4098566875391867,0.0,1.4472625592584323,0.0,0.0,0.6982073147473434
1,0.4053621090972524,0.0,0.7494923700295193,0.0,0.0,1
1,0.4053621090972524,0.0,1.2984923700295194,0.0,0.0,0.8065921154774258
1,0.4031148198762852,0.0,0.8574923700295195,0.0,0.0,1
1,0.4031148198762852,0.0,1.4164923700295196,0.0,0.0,0.728512715035329
1,0.4031148198762852,0.0,1.9814923700295195,0.0,0.0,0.3267059068671827
1,0.4031148198762852,0.0,2.5474923700295196,0.0,0.0,0.25125
1,0.3986202414343509,0.0,1.1174923700295194,0.0,0.0,0.9471512439956954
1,0.3986202414343509,0.0,1.6874923700295192,0.0,0.0,0.5469963989468791
1,0.3941256629924165,0.0,0.7696631301151652,0.0,0.0,1
1,0.3941256629924165,0.0,1.352663130115165,0.0,0.0,0.791617510848192
1,0.39187837377144946,0.0,0.941663130115165,0.0,0.0,1
1,0.39187837377144946,0.0,1.5436631301151649,0.0,0.0,0.6622451091004256
1,0.39187837377144946,0.0,2.147663130115165,0.0,0.0,0.25125
1,0.39187837377144946,0.0,2.751663130115165,0.0,0.0,0.25125
3,0.39187837377144946,0.0,2.751663130115165,0.0,0.804544509197663,1
3,0.39187837377144946,0.0,2.751663130115165,0.0,1.410544509197663,0.7603315184623813
1,0.4137533991949743,0.0,0.8213083026350827,0.0,0.0,1
1,0.4137533991949743,0.0,1.4283083026350827,0.0,0.0,0.7514614278261239
1,0.3783946384456465,0.0,1.0353083026350827,0.0,0.0,1
1,0.3783946384456465,0.0,1.6433083026350825,0.0,0.0,0.6040638298579937
1,0.37614734922467935,0.0,1.2523083026350825,0.0,0.0,0.8755090178784277
1,0.37614734922467935,0.0,1.8613083026350825,0.0,0.0,0.4565617489913998
3,0.37614734922467935,0.0,1.8613083026350825,0.0,0.8032070922630468,1
3,0.37614734922467935,0.0,1.8613083026350825,0.0,1.4212070922630469,0.7585218403074143
1,0.40593277088102664,0.0,1.4793083026350824,0.0,0.42120709226304687,0.7232503775085526
3,0.40593277088102664,0.0,1.4793083026350824,0.0,1.045207092263047,1
2,0.4033258947763775,0.0,0.4793083026350824,0.7396499250562097,0.04520709226304698,1
1,0.4033258947763775,0.0,1.1103083026350824,0.7396499250562097,0.04520709226304698,0.9792199352185159
1,0.3581690354569421,0.0,0.8206722905086216,0.0,0.0,1
1,0.3581690354569421,0.0,1.4606722905086216,0.0,0.0,0.7425704020950139
1,0.34693258935210636,0.0,0.8298206535675627,0.0,0.0,1
1,0.34693258935210636,0.0,1.4798206535675629,0.0,0.0,0.7353291566988077
3,0.34693258935210636,0.0,1.4798206535675629,0.0,0.8402974559807644,1
3,0.34693258935210636,0.0,1.4798206535675629,0.0,1.5042974559807645,0.721314427756754
3,0.34693258935210636,0.0,1.4798206535675629,0.0,2.1702974559807644,0.27195092503948254
3,0.34693258935210636,0.0,1.4798206535675629,0.0,2.8382974559807645,0.25125
1,0.36943650541593764,0.0,0.8689516710518248,0.0,0.8382974559807645,1
1,0.36943650541593764,0.0,1.5439516710518248,0.0,0.8382974559807645,0.7003349420929871
1,0.3087286725956647,0.0,0.8392417294687364,0.0,0.0,1
2,0.3087286725956647,0.0,0.8392417294687364,0.7309968350623871,0.0,1
1,0.2886688012785054,0.0,0.8375849374576441,0.0,0.0,1
0,0,0.45733333333333337,0.8375849374576441,0.0,0.0,1
1,0.2886688012785054,0.45733333333333337,1.523584937457644,0.0,0.0,0.7296153357317866
3,0.2886688012785054,0.45733333333333337,1.523584937457644,0.0,0.8432437670667012,1
1,0.3094783550090056,0.0,0.8550297904785188,0.0,0.0,1
1,0.3094783550090056,0.0,1.5450297904785186,0.0,0.0,0.7207747015256073
1,0.2885030696069603,0.0,1.2480297904785185,0.0,0.0,0.9189734199845119
3,0.2885030696069603,0.0,1.2480297904785185,0.0,0.858531916720038,1
3,0.2885030696069603,0.0,1.2480297904785185,0.0,1.562531916720038,0.7181748667918304
3,0.2885030696069603,0.0,1.2480297904785185,0.0,2.266531916720038,0.2601820734488567
3,0.2885030696069603,0.0,1.2480297904785185,0.0,2.9755319167200383,0.25125
3,0.2885030696069603,0.0,1.2480297904785185,0.0,3.6925319167200383,0.25125
3,0.2885030696069603,0.0,1.2480297904785185,0.0,4.412531916720038,0.25125
0,0,0.48133333333333334,1.2480297904785185,0.0,4.412531916720038,1
1,0.2885030696069603,0.48133333333333334,1.9740297904785185,0.0,4.412531916720038,0.4592120928929481
1,0.2885030696069603,0.48133333333333334,2.7030297904785185,0.0,4.412531916720038,0.25125
3,0.2862557803859932,0.0,1.7030297904785185,0.0,4.143531916720038,0.25125
1,0.2862557803859932,0.0,2.4350297904785183,0.0,4.143531916720038,0.25125
3,0.2862557803859932,0.0,2.4350297904785183,0.0,4.883531916720038,0.25125
3,0.2862557803859932,0.0,2.4350297904785183,0.0,5.624531916720038,0.25125
1,0.301657726695058,0.0,2.179029790478518,0.0,4.624531916720038,0.33856829189704524
