episode,episode_step,total_reward,mean_reward,loss,mse,mae,mean_q
1,400,278.86931007806095,0.6971732751951524,0.027471773848881775, 0.13136559018534835,0.2616138877897765,0.9718396979309906
2,184,110.61441398705716,0.6011652934079194,0.002778787864372134, 0.5626878142356873,0.6126337051391602,1.096886396408081
3,272,187.27204768328875,0.6885001753062087,0.0012607465032488108, 0.8272890448570251,0.7487974762916565,1.17843496799469
4,328,225.14836460731055,0.6864279408759468,0.0011162975570186973, 1.0134918689727783,0.8270769715309143,1.2860342264175415
5,466,325.18951685497467,0.6978315812338513,0.0009146657539531589, 1.2131402492523193,0.9023200869560242,1.4078069925308228
6,410,285.1288181184234,0.6954361417522522,0.0011789373820647597, 1.4108220338821411,0.9732292294502258,1.5150259733200073
7,280,195.14866567633104,0.6969595202726109,0.0012760106474161148, 1.5551947355270386,1.021966814994812,1.5901199579238892
8,306,211.64922259637385,0.6916641261319407,0.0009890778455883265, 1.6857794523239136,1.0628632307052612,1.6512477397918701
9,328,227.20766078574113,0.6927062828833571,0.001811734982766211, 1.8196483850479126,1.1058913469314575,1.7117536067962646
10,342,238.02757863382323,0.6959870720287229,0.0012655038153752685, 1.948257327079773,1.1432307958602905,1.772475004196167
11,296,206.19770412808668,0.6966138652975902,0.0014220464508980513, 2.068033218383789,1.1776676177978516,1.8239465951919556
12,242,168.7289992600552,0.6972272696696495,0.0025936863385140896, 2.1597366333007812,1.205647349357605,1.8630058765411377
13,184,128.25727548542966,0.6970504102469003,0.0028076162561774254, 2.240868330001831,1.2281625270843506,1.8908300399780273
14,304,210.51617285332264,0.6924874107017193,0.0018276548944413662, 2.3041834831237793,1.2438172101974487,1.925445795059204
15,220,149.3514223312023,0.6788701015054649,0.002495039254426956, 2.3835463523864746,1.2657082080841064,1.9574109315872192
16,288,194.9401586924734,0.6768755510155327,0.0020611484069377184, 2.443112373352051,1.2812875509262085,1.9866379499435425
17,380,262.0825520866438,0.6896909265437994,0.0033796883653849363, 2.508321762084961,1.2993583679199219,2.015695571899414
18,444,307.35806419841924,0.692247892338782,0.0032109778840094805, 2.590376853942871,1.3196595907211304,2.0533013343811035
19,408,285.09161475620067,0.698753957735786,0.002354326890781522, 2.664684772491455,1.3367575407028198,2.088984966278076
20,398,275.4626426810316,0.6921171926659085,0.004019434098154306, 2.7397513389587402,1.3579368591308594,2.114799737930298
21,334,231.64351530156193,0.6935434589867123,0.003702523885294795, 2.788789749145508,1.3688297271728516,2.1379454135894775
22,418,290.7547700142191,0.6955855741966964,0.003348260186612606, 2.85528564453125,1.3854259252548218,2.1582159996032715
23,384,267.9566161398918,0.6978036878643016,0.0030176506843417883, 2.901664972305298,1.395952820777893,2.1785671710968018
24,430,299.73583559398287,0.6970600827767044,0.004141490440815687, 2.9591774940490723,1.4110655784606934,2.1967670917510986
