server,bus1,bus2,bus3
475,275,0,0,
322,225,0,0,
475,308,0,0,
400,236,0,0,
375,216,0,0,
640,166,0,0,
425,270,0,0,
384,179,0,0,
588,285,0,0,
751,159,0,0,
714,233,0,0,
378,237,0,0,
662,179,0,0,
685,152,0,0,
776,216,0,0,
822,97,0,0,
402,377,0,0,
608,208,0,0,
689,211,0,0,
724,178,0,0,
759,202,0,0,
679,204,0,0,
817,274,0,0,
649,185,0,0,
761,165,0,0,
671,138,0,0,
789,246,0,0,
750,317,0,0,
783,244,0,0,
949,152,0,0,
803,248,0,0,
788,230,0,0,
1009,173,0,0,
803,292,0,0,
780,206,0,0,
1111,247,0,0,
1071,181,0,0,
753,252,0,0,
759,265,0,0,
826,273,0,0,
962,157,0,0,
1020,174,0,0,
1186,225,0,0,
1133,216,0,0,
1187,270,0,0,
1146,183,0,0,
1251,362,0,0,
1150,305,0,0,
1068,208,0,0,
1028,119,0,0,
951,190,0,0,
1070,182,0,0,
971,231,0,0,
802,234,0,0,
1087,371,0,0,
1244,293,0,0,
1096,154,0,0,
1176,262,0,0,
1202,270,0,0,
1055,134,0,0,
760,324,0,0,
1055,307,0,0,
1051,110,0,0,
1020,158,0,0,
1142,225,0,0,
1115,264,0,0,
1187,176,0,0,
1034,216,0,0,
1124,181,0,0,
1050,215,0,0,
1039,272,0,0,
1197,235,0,0,
1132,202,0,0,
842,250,0,0,
1029,263,0,0,
1104,287,0,0,
1258,296,0,0,
1070,112,0,0,
929,305,0,0,
1098,228,0,0,
1086,207,0,0,
1065,242,0,0,
1092,178,0,0,
1090,307,0,0,
1086,194,0,0,
1088,251,0,0,
1046,138,0,0,
1143,315,0,0,
1171,275,0,0,
1240,267,0,0,
1128,319,0,0,
1221,216,0,0,
1163,185,0,0,
778,263,0,0,
1061,226,0,0,
1191,344,0,0,
1287,344,0,0,
1020,130,0,0,
1019,292,0,0,
1263,268,0,0,
