total_reward,mean_reward
280.2163595520281,0.3736218127360375
225.5244801821343,0.41229338241706454
315.593216499538,0.4030564706252082
262.0315175126924,0.4119992413721579
439.7579846751271,0.7440913446279647
460.655991329528,0.5715334880018957
576.0582061324377,0.8288607282481119
439.671322108802,0.7809437337634139
585.3714309955931,0.6705285578414583
312.39156107588747,0.3432874297537225
315.9674954268777,0.333650998338836
276.0900189997564,0.44892686016220557
305.78586282587844,0.36359793439462357
313.4706979876657,0.3745169629482266
352.7492522847901,0.35559400431934485
311.33985361481797,0.3387811247168857
337.56851120667693,0.4333357011638985
372.2626701621723,0.456204252649721
404.1102220170705,0.449011357796745
393.55246206819606,0.4363109335567584
519.5673820657823,0.5406528429404603
596.8106633706564,0.6758897659916833
635.4441502933014,0.5824419342743368
586.4112719497577,0.7031310215224913
651.4178609710641,0.7034750118478014
556.8407233334844,0.6883074454060376
619.3483395564263,0.5984041928081413
515.3989930001048,0.4830356073103138
485.64362077291486,0.4728759695938801
586.3329002298394,0.5325457767755126
359.9648013173023,0.34249743227145796
551.6700884140947,0.5419156074794643
385.7482795338609,0.32635218234675206
410.497917821619,0.3748839432160904
674.9315031463796,0.6845147090734073
700.1474688001726,0.5155725101621301
655.0924919135771,0.5232368146274577
560.4829958683308,0.5576945232520705
538.4325662465751,0.525813052975171
747.2925380358188,0.6799750118615275
808.3200862337509,0.7223593263929856
788.5952710448582,0.6604650511263469
738.5024457047998,0.5233894016334513
729.9758930728624,0.5411237161400018
582.0324715928454,0.399473213172852
580.3944818875042,0.4367151857693786
639.9529555975157,0.3967470276488008
586.5113105835754,0.4031005571021137
572.9793106410962,0.44904334689741077
496.07531505985537,0.43249809508269865
507.35258006649906,0.44465607367791327
596.7160082001591,0.47661023019182036
698.4618650432677,0.5810830823987252
642.5166919361023,0.6201898570811799
848.7366020681675,0.5821238697312534
623.6784868096302,0.40577650410515953
514.4748458574315,0.41157987668594526
708.9325303006478,0.4929989779559443
706.7510253083319,0.4801297726279429
708.5322423529192,0.5959060070251633
739.1493988635347,0.6818721391730025
827.4325570762688,0.6075128906580535
753.2349158719122,0.6487811506218021
744.6249522232148,0.6321094670825252
828.9955977439977,0.6064342339019734
870.6765319715794,0.6313825467524143
811.6644461743745,0.5954984931580151
715.1362513264517,0.5721090010611614
421.5747418186186,0.32304577917135524
423.002256565778,0.33438913562512096
587.9815579959062,0.44849851868490176
689.0691216742084,0.4811935207222126
647.7043037577646,0.4855354600882793
629.9670054175779,0.576892862104009
715.6786254520573,0.5539308246532951
696.6356000043768,0.5008163910886965
794.8297084398405,0.5114734288544662
712.2259736619005,0.602560045399239
704.6506508602383,0.5710297008591882
758.8759645758353,0.5723046490013841
751.5116364231062,0.5812154960735547
720.2345367890499,0.5510593242456387
740.8899590250464,0.5833779204921625
732.4732423528129,0.5243187132088855
677.4047291316805,0.5292224446341254
700.9588547831031,0.5234942903533257
638.4624726352861,0.5392419532392619
716.9920753352219,0.4917641120269012
646.2974730166843,0.4469553755302105
666.2129410573982,0.442078925718247
687.0352495026647,0.4747997577765478
675.2402587570587,0.4698957959339309
686.679548301086,0.5094061931016959
645.6336485402543,0.6202052339483711
730.3167610631781,0.5674566908027802
766.6406689815186,0.4994401752322597
747.1687057464192,0.45810466324121346
681.1457894143352,0.592300686447248
743.5062426960026,0.5671290943524047
777.8313471554732,0.5080544396835226
