server,bus1,bus2,bus3
18,427,27,278,
111,84,218,134,
506,27,239,11,
427,10,181,18,
329,13,233,16,
381,33,245,147,
298,94,190,113,
234,81,177,71,
235,213,203,222,
34,510,319,47,
33,357,364,193,
259,30,314,12,
596,24,162,59,
356,26,236,219,
308,127,224,333,
135,340,193,251,
375,136,201,67,
165,166,329,156,
328,148,363,61,
324,164,247,167,
410,83,322,146,
340,200,323,20,
353,301,229,208,
306,126,290,112,
367,140,259,160,
357,52,199,201,
441,27,146,421,
419,436,141,71,
452,378,132,65,
502,99,253,247,
359,252,169,271,
290,158,491,79,
562,88,169,363,
130,442,303,220,
408,81,335,162,
453,374,314,217,
443,224,325,260,
465,32,278,230,
431,206,264,123,
453,241,251,154,
422,250,253,194,
407,254,273,260,
468,308,344,291,
474,254,328,293,
498,290,355,314,
520,148,369,292,
572,271,391,379,
595,178,374,308,
371,241,368,296,
169,367,371,240,
357,212,386,186,
375,290,364,223,
582,111,343,166,
225,238,382,191,
604,207,371,276,
476,503,367,191,
477,34,319,420,
421,270,349,398,
200,280,349,643,
440,243,314,192,
371,224,261,228,
420,251,314,377,
415,243,296,207,
429,223,278,248,
447,252,318,350,
452,278,330,319,
475,226,335,327,
491,302,341,116,
648,191,436,30,
138,656,291,180,
464,466,337,44,
460,777,165,30,
471,525,237,101,
456,48,276,312,
476,33,342,441,
442,40,352,557,
457,37,357,703,
443,36,342,361,
449,122,342,321,
464,317,332,213,
470,355,339,129,
443,326,308,230,
470,244,362,194,
478,304,329,286,
479,418,313,70,
489,493,300,57,
456,295,258,175,
490,285,307,376,
434,240,352,420,
495,257,358,397,
478,102,325,542,
473,74,360,530,
479,279,365,225,
433,156,306,146,
478,163,316,330,
492,393,382,268,
475,226,374,556,
455,328,313,54,
466,489,303,53,
484,291,373,383,
