number_of_server,distance,server_0,server_1,server_2,server_3,reward
1,0.43682415819079257,0.0,0.7122518494623788,0.0,0.0,0.7014999999999999
1,0.43682415819079257,0.0,1.2142518494623789,0.0,0.0,0.5409906813119117
1,0.43682415819079257,0.0,1.7172518494623787,0.0,0.0,0.19262922445690342
1,0.43682415819079257,0.0,2.223251849462379,0.0,0.0,0.0015000000000000002
1,0.43682415819079257,0.0,2.730251849462379,0.0,0.0,0.0015000000000000002
1,0.43682415819079257,0.0,3.237251849462379,0.0,0.0,0.0015000000000000002
1,0.4323295797488582,0.0,1.746251849462379,0.0,0.0,0.18194920647672422
1,0.4323295797488582,0.0,2.2562518494623793,0.0,0.0,0.0015000000000000002
1,0.4255877120859568,0.0,0.7229548303179422,0.0,0.0,0.7014999999999999
1,0.4255877120859568,0.0,1.2369548303179423,0.0,0.0,0.5355352964473868
1,0.4233404228649896,0.0,0.7549548303179423,0.0,0.0,0.7014999999999999
1,0.4233404228649896,0.0,1.2769548303179423,0.0,0.0,0.5103210496532565
1,0.42109313364402245,0.0,0.7999548303179423,0.0,0.0,0.7014999999999999
1,0.42109313364402245,0.0,1.3269548303179424,0.0,0.0,0.47942098107679454
1,0.41435126598112093,0.0,0.7352625592584322,0.0,0.0,0.7014999999999999
1,0.41435126598112093,0.0,1.2722625592584322,0.0,0.0,0.5204771751181336
1,0.4121039767601538,0.0,0.8122625592584323,0.0,0.0,0.7014999999999999
1,0.4121039767601538,0.0,1.3552625592584322,0.0,0.0,0.4734360311880756
1,0.4098566875391867,0.0,0.9002625592584322,0.0,0.0,0.7014999999999999
1,0.4098566875391867,0.0,1.4472625592584323,0.0,0.0,0.4186601604308539
1,0.4053621090972524,0.0,0.7494923700295193,0.0,0.0,0.7014999999999999
1,0.4053621090972524,0.0,1.2984923700295194,0.0,0.0,0.5198193077789307
1,0.4031148198762852,0.0,0.8574923700295195,0.0,0.0,0.7014999999999999
1,0.4031148198762852,0.0,1.4164923700295196,0.0,0.0,0.4469452006996404
1,0.4031148198762852,0.0,1.9814923700295195,0.0,0.0,0.07192551307603719
1,0.4031148198762852,0.0,2.5474923700295196,0.0,0.0,0.0015000000000000002
1,0.3986202414343509,0.0,1.1174923700295194,0.0,0.0,0.6510078277293156
1,0.3986202414343509,0.0,1.6874923700295192,0.0,0.0,0.2775299723504205
1,0.3941256629924165,0.0,0.7696631301151652,0.0,0.0,0.7014999999999999
1,0.3941256629924165,0.0,1.352663130115165,0.0,0.0,0.5058430101249792
1,0.39187837377144946,0.0,0.941663130115165,0.0,0.0,0.7014999999999999
