total_reward,mean_reward
600.4028200748787,0.8005370934331716
522.4367578211484,0.9550946212452438
759.146813733888,0.9695361605796782
624.8695909054934,0.9824993567696437
578.7197066091474,0.979221161775207
767.6307558779811,0.9523954787568003
684.5274224810053,0.984931543138137
555.1201464842158,0.9860038125829764
768.3448380822583,0.8801200894413039
830.7134003836736,0.9128718685534875
919.4148153419516,0.9708709771298327
579.0792916318096,0.9415923441167636
755.63253890654,0.898492911898383
755.0202045404862,0.9020552025573313
687.8384500131965,0.6933855342874965
711.2079911306353,0.7738933526992767
598.5265874389186,0.7683268131436696
770.6494549664671,0.9444233516745921
809.6373157356315,0.8995970174840351
841.3393027707427,0.9327486726948367
913.9206248442972,0.9510100154467193
797.0735740041879,0.902688079279941
590.1114219989571,0.5408903959660468
774.2868856261132,0.9284015415181214
896.9814376327274,0.9686624596465739
766.8120331298529,0.9478517096784338
925.8524520804319,0.89454343196177
734.0878906169967,0.687992399828488
882.728938249873,0.8595218483445696
851.0182016050026,0.7729502285240714
969.6117807539565,0.9225611615166094
900.3866606171829,0.8844662677968398
963.8843031510869,0.8154689535965202
933.6842595215257,0.8526796890607541
925.6780045449985,0.9388215056237308
919.2744826124369,0.6769326086984072
946.5342440129863,0.7560177667835354
907.4735639339206,0.902958770083503
885.7500159016595,0.8649902499039643
945.5303952027384,0.8603552276640022
922.1633133472657,0.8240959011146253
851.3979342329781,0.7130635965100319
934.9748811453533,0.6626328002447578
954.6925971029166,0.7077039266885964
894.4149671939886,0.6138743769347896
1010.4739224425666,0.7603265029665663
1130.4274662023463,0.7008229796666747
854.493619637497,0.5872808382388295
943.8599888873593,0.7397021856484007
998.7416826227698,0.8707425306214209
960.386295318293,0.8417057802964882
1065.1546898375875,0.8507625318191594
990.8542964373278,0.8243380170027685
927.2742898554184,0.895052403335346
942.4259210741415,0.6463826619164208
693.6822829616027,0.4513222400530922
973.8086467380267,0.7790469173904214
1016.8664520607762,0.7071393964261309
1064.8180195741156,0.7233818067758938
970.9434529849557,0.8166050908199796
816.1923829999486,0.7529450027674802
863.6215899739765,0.6340833993935217
945.8482008124693,0.814684066160611
857.0936415069087,0.7275837364235218
1053.4156079017023,0.7706039560363587
1121.9853982899633,0.8136224788179575
1111.9670987125676,0.8158232565756182
1002.5591083261401,0.8020472866609121
1101.279964544965,0.8438926931379042
1006.0427031479297,0.7952906744252409
930.5718274556,0.7098183275786423
695.2361765825153,0.48550012331181236
1032.8754761733167,0.7742694723937906
981.2404136256306,0.8985718073494786
913.6993197555471,0.7071976159098662
875.2155047138194,0.6291987812464553
1010.0464189997318,0.649965520591848
1075.9043556363545,0.9102405716043608
916.0330479920019,0.7423282398638589
1030.7897725292005,0.7773678525861241
1001.9226114877899,0.7748821434553673
970.9058866159496,0.7428507166151106
1053.0048631585344,0.829137687526405
964.1613648366185,0.6901656154879159
915.4907713810724,0.7152271651414628
867.351695922778,0.6477607885905736
866.2635917255965,0.7316415470655375
856.1080209923513,0.5871797126147814
960.7929900755496,0.6644488174796332
959.3759651065297,0.636613115531871
829.2265160343707,0.5730660096989431
1091.5349498400028,0.7595928669728621
1066.1285072464127,0.7908965187287929
908.0506018486496,0.8722868413531697
966.5704118322143,0.7510259610195915
1084.1161889291957,0.7062646181949157
943.9528053904071,0.578757084850035
960.8717195995002,0.8355406257386958
926.8591343532214,0.7069863725043641
945.5780510714371,0.6176211959970197
