count,reward,mean_reward
490,311.20169481703107,0.635105499626594
486,335.11452690669825,0.6895360635940293
532,353.82288231982994,0.665080605864342
654,446.2179342461329,0.6822904193365947
624,427.92403794567025,0.68577570183601
584,397.31254537895376,0.6803297009913591
462,318.89701495700467,0.6902532791277157
844,559.7643803808195,0.6632279388398336
852,543.1603361214414,0.637512131597936
732,495.342578662022,0.6766975118333634
680,458.46488736377364,0.6742130696526083
708,448.56066015823717,0.633560254460787
474,324.0827988280954,0.6837189848693996
694,452.684925359724,0.6522837541206398
646,438.03802528727067,0.6780774385251868
612,376.21393248017307,0.6147286478434201
686,469.1362081366001,0.6838720235227407
782,471.72411071698747,0.6032277630652013
880,552.3838246691984,0.6277088916695436
762,498.5462189798635,0.654260129894834
948,616.8585965266176,0.6506947220744911
778,524.5544140641452,0.6742344653780787
740,465.3401323330288,0.6288380166662552
910,590.7310085334967,0.649154954432414
916,579.3299234887055,0.6324562483501152
760,500.9464574964337,0.6591400756532022
792,527.7983599015122,0.6664120705827175
766,505.25877892460545,0.6596067609981794
800,496.1339830288087,0.6201674787860109
618,417.09414796695427,0.6749096245419972
860,577.8765339508866,0.6719494580824262
966,593.9544906111845,0.6148597211295905
926,564.4462463548514,0.6095531818086948
862,529.7648021510211,0.6145763366021126
724,448.5660849860524,0.6195664157265917
958,532.9608527792338,0.5563265686630834
810,521.559113598496,0.6439001402450567
826,535.4845292549519,0.6482863550302082
1026,609.3065554024226,0.5938660384039207
1004,583.3796931875255,0.5810554713023163
1284,682.5767946847351,0.5316018650192641
1044,595.6595080829646,0.5705550843706558
896,577.9032875690424,0.6449813477333063
904,563.9719514059573,0.623862778103935
1072,645.3781343196201,0.6020318417160636
1082,607.2555099641822,0.5612342975639393
1268,712.5698989705029,0.5619636427212168
1134,703.9525148636251,0.6207694134599868
1018,637.8696622190439,0.6265910237908093
1064,652.1217608733754,0.6128963917982851
740,431.25250152250845,0.5827736507060925
842,454.3185646299315,0.5395707418407737
1134,686.6761525448156,0.6055345260536293
1132,678.8533022933713,0.5996937299411407
1394,715.9687521019268,0.5136074261850264
1166,695.1966861450834,0.5962235730232276
1028,639.3391798269739,0.6219252722052275
756,464.0389368682846,0.613808117550641
940,528.2451608293512,0.5619629370525013
1116,620.877217906715,0.5563415931063754
1104,587.1841729598058,0.531869721883882
1084,649.1802323998044,0.5988747531363509
868,553.3079560825097,0.6374515623070388
642,411.3855123164558,0.6407874023620806
532,369.40690378150794,0.6943738792885488
610,416.6006315465026,0.6829518549942666
842,537.6313168607342,0.6385170033975465
876,572.5792133797183,0.6536292390179433
228,157.54803061221656,0.6910001342641078
1060,617.1960478825794,0.5822604225307353
1366,713.9060080684978,0.5226251889227657
1018,604.8277109949395,0.5941333113899209
1272,736.5398058896881,0.5790407279006982
1090,572.972045457905,0.525662427025601
1280,702.5351617617366,0.5488555951263567
1374,693.7275035615112,0.5048962908016821
1296,635.541062101979,0.4903866219922678
1460,720.0918825624235,0.4932136181934408
1462,710.8782138354608,0.4862368083689882
1466,708.3512222016327,0.4831863725795585
1298,732.1052869875172,0.5640256448285956
1552,682.1008916297019,0.4394979971840863
1282,731.7272332717644,0.5707700727548864
1236,683.5317910959177,0.5530192484594804
1158,640.2126250894521,0.5528606434278516
1240,625.2111981180338,0.5042025791274467
1304,715.0059783967616,0.548317468095676
1230,625.4303595512596,0.5084799671148452
1324,672.5464568643127,0.5079656018612634
1340,663.2008698841654,0.494926022301616
1070,637.9380187830214,0.5962037558719827
1082,628.2879687006223,0.5806727991687821
1190,652.093676679427,0.5479778795625436
494,275.57321624221487,0.557840518708937
894,530.0172070259111,0.5928604105435248
1188,675.525312350635,0.5686240002951473
1184,674.0523755203409,0.5693009928381257
1114,719.3196698213096,0.6457088598036891
1252,691.105198740028,0.5520009574600863
1516,717.7182079312363,0.4734288970522667
