server,bus1,bus2,bus3
400,0,0,0,
184,0,0,0,
272,0,0,0,
328,0,0,0,
466,0,0,0,
410,0,0,0,
280,0,0,0,
306,0,0,0,
328,0,0,0,
342,0,0,0,
296,0,0,0,
242,0,0,0,
184,0,0,0,
304,0,0,0,
220,0,0,0,
288,0,0,0,
380,0,0,0,
444,0,0,0,
408,0,0,0,
398,0,0,0,
334,0,0,0,
418,0,0,0,
384,0,0,0,
430,0,0,0,
378,0,0,0,
580,0,0,0,
486,0,0,0,
422,0,0,0,
432,0,0,0,
458,0,0,0,
528,0,0,0,
578,0,0,0,
466,0,0,0,
558,0,0,0,
680,0,0,0,
526,0,0,0,
674,0,0,0,
640,0,0,0,
652,0,0,0,
668,0,0,0,
708,0,0,0,
500,0,0,0,
498,0,0,0,
488,0,0,0,
450,0,0,0,
548,0,0,0,
470,0,0,0,
560,0,0,0,
520,0,0,0,
520,0,0,0,
546,0,0,0,
514,0,0,0,
624,0,0,0,
810,0,0,0,
396,0,0,0,
20,0,0,0,
2,0,0,0,
420,0,0,0,
604,0,0,0,
562,0,0,0,
580,0,0,0,
550,0,0,0,
442,0,0,0,
564,0,0,0,
578,0,0,0,
516,0,0,0,
380,0,0,0,
398,0,0,0,
354,0,0,0,
610,0,0,0,
642,0,0,0,
558,0,0,0,
498,0,0,0,
522,0,0,0,
468,0,0,0,
588,0,0,0,
420,0,0,0,
402,0,0,0,
388,0,0,0,
546,0,0,0,
624,0,0,0,
534,0,0,0,
574,0,0,0,
702,0,0,0,
536,0,0,0,
446,0,0,0,
426,0,0,0,
512,0,0,0,
576,0,0,0,
502,0,0,0,
536,0,0,0,
516,0,0,0,
574,0,0,0,
618,0,0,0,
730,0,0,0,
572,0,0,0,
428,0,0,0,
538,0,0,0,
400,0,0,0,
