server,bus1,bus2,bus3
467,24,0,0,
658,59,0,0,
550,43,0,0,
663,47,0,0,
709,53,0,0,
792,45,0,0,
756,57,0,0,
724,42,0,0,
790,40,0,0,
688,37,0,0,
657,52,0,0,
630,59,0,0,
765,36,0,0,
816,62,0,0,
715,49,0,0,
766,88,0,0,
925,85,0,0,
976,147,0,0,
1120,109,0,0,
1206,157,0,0,
932,100,0,0,
933,71,0,0,
1006,99,0,0,
824,77,0,0,
818,59,0,0,
986,93,0,0,
919,62,0,0,
849,44,0,0,
1096,296,0,0,
1366,147,0,0,
1111,175,0,0,
1012,116,0,0,
1164,170,0,0,
1055,125,0,0,
1126,147,0,0,
1003,153,0,0,
1091,133,0,0,
964,104,0,0,
1106,143,0,0,
1079,276,0,0,
1085,102,0,0,
1190,196,0,0,
1121,188,0,0,
1001,239,0,0,
1129,191,0,0,
1081,148,0,0,
1113,165,0,0,
974,143,0,0,
907,131,0,0,
1083,216,0,0,
1317,293,0,0,
1152,150,0,0,
981,174,0,0,
1059,132,0,0,
1098,188,0,0,
1093,188,0,0,
1150,171,0,0,
1200,244,0,0,
1262,351,0,0,
1252,113,0,0,
924,246,0,0,
1145,214,0,0,
1105,120,0,0,
1291,424,0,0,
1135,78,0,0,
1130,244,0,0,
1273,234,0,0,
1131,219,0,0,
1043,179,0,0,
934,137,0,0,
1108,260,0,0,
1249,260,0,0,
1510,226,0,0,
789,317,0,0,
1077,133,0,0,
1305,421,0,0,
1641,95,0,0,
1373,468,0,0,
1161,432,0,0,
998,58,0,0,
1085,102,0,0,
940,152,0,0,
1231,416,0,0,
1165,102,0,0,
1224,250,0,0,
1278,333,0,0,
1367,170,0,0,
1080,280,0,0,
1222,304,0,0,
1702,298,0,0,
1195,409,0,0,
1484,78,0,0,
1076,420,0,0,
1214,490,0,0,
1013,336,0,0,
899,313,0,0,
1089,207,0,0,
1468,276,0,0,
1027,160,0,0,
1084,158,0,0,
