good,medium,bad
484,7,0
571,109,37
569,24,0
620,87,3
695,63,4
764,71,2
715,91,7
654,109,3
788,42,0
651,69,5
539,150,20
540,108,41
712,86,3
745,123,10
592,155,17
620,142,92
792,134,84
658,176,289
684,356,189
689,332,342
732,219,81
820,156,28
724,264,117
722,141,38
735,135,7
700,319,60
810,148,23
743,142,8
509,107,776
278,216,1019
525,258,503
717,163,248
551,459,324
722,314,144
736,236,301
583,261,312
650,253,321
601,352,115
582,493,174
389,196,770
825,180,182
594,287,505
545,343,421
593,112,535
507,201,612
733,270,226
628,271,379
663,210,244
610,188,240
648,188,463
237,178,1195
570,243,489
775,92,288
738,192,261
511,337,438
615,329,337
579,251,491
578,244,622
418,128,1067
558,195,612
386,152,632
616,220,523
629,305,291
387,152,1176
671,285,257
652,290,432
266,247,994
594,266,490
637,225,360
594,199,278
446,223,699
615,227,667
301,123,1312
255,88,763
669,262,279
361,208,1157
0,9,1727
1,2,1838
2,1,1590
305,82,669
379,255,553
650,159,283
590,273,784
506,93,668
123,110,1241
377,263,971
302,102,1133
310,371,679
483,416,627
172,93,1735
7,11,1586
0,1,1561
1,1,1494
0,1,1703
374,61,914
555,179,478
621,285,390
184,77,1483
488,244,455
667,272,303
