count,reward,mean_reward
491,348.8114762168178,0.7104103385271239
717,518.606869850933,0.7233010737112036
593,487.68596392660095,0.8224046609217553
710,517.8469312831121,0.7293618750466367
762,566.4112555493375,0.743321857676296
837,670.7458433414006,0.8013689884604547
813,590.5905367663324,0.7264336245588345
766,542.7090880637695,0.7084975039996991
830,662.5021502348203,0.7981953617286992
725,558.2202234697763,0.7699589289238294
709,555.9548433574425,0.784139412351823
689,476.8122888924491,0.6920352523838158
801,598.5964445190907,0.7473114163783904
878,658.2724199398762,0.7497407971980367
764,532.4012179045027,0.6968602328592967
854,540.59792213254,0.6330186441833021
1010,607.8735007046603,0.6018549511927329
1123,675.6502048227105,0.6016475554966256
1229,794.4388855498092,0.646410810048665
1363,863.8869448658891,0.6338128722420316
1032,748.6289790120754,0.7254156773372824
1004,777.9367790121553,0.7748374292949753
1105,799.604214109853,0.7236237231763376
901,676.9911159231309,0.7513774871510887
877,681.215783346202,0.7767568795281664
1079,743.8122593419683,0.6893533450806009
981,728.4845778889853,0.7425938612527883
893,653.9877956041166,0.7323491552117768
1392,569.6852117520856,0.40925661763799254
1513,834.4432060762293,0.5515156682592395
1286,728.0335813279518,0.5661225360248459
1128,733.7071812886794,0.6504496288020207
1334,820.8163931637375,0.6153046425515274
1180,824.8012021382613,0.698984069608696
1273,825.4542995467476,0.6484322855826768
1156,663.2777094412476,0.5737696448453699
1224,737.4712314776141,0.6025091760438024
1068,717.0703833727714,0.6714142166411717
1249,817.0427559589684,0.6541575307918082
1355,538.9084671094964,0.3977184259110675
1187,789.6372173802229,0.6652377568493875
1386,854.7725436413615,0.6167190069562493
1309,761.539217675577,0.5817717476513193
1240,653.9144956879236,0.5273503997483254
1320,793.7071172312533,0.6012932706297374
1229,741.3562816668604,0.6032191063196586
1278,773.8934664979292,0.6055504432691152
1117,712.8341195648155,0.6381684150087874
1038,657.2095497641287,0.6331498552640932
1299,734.7826605324044,0.5656525485237909
1610,869.6233039911114,0.540138698131125
1302,813.4542466159901,0.6247728468632796
1155,705.8833501201519,0.6111544156884432
1191,778.8248794013923,0.653925171621656
1286,823.0580344357186,0.6400140236669662
1281,734.619370005363,0.5734733567567236
1321,792.5907415044916,0.599992991297874
1444,863.0022022206925,0.597646954446463
1613,795.3518343820887,0.49308855200377477
1365,767.966656823628,0.5626129354019253
1170,725.9026748416892,0.6204296366168284
1359,764.5867401703582,0.5626098161665624
1225,780.2447453029721,0.6369344859616098
1715,792.4011667310367,0.462041496636173
1213,786.0799617322617,0.6480461349812545
1374,857.4358924484217,0.6240435898460128
1507,869.8427688026557,0.577201571866394
1350,806.4204899969086,0.5973485111088211
1222,754.3720906510174,0.6173257697635167
1071,666.7006330593114,0.6225029253588341
1368,805.9654284907965,0.5891560149786524
1509,783.1091920169273,0.5189590404353395
1736,720.0673123190029,0.41478531815610764
1106,687.1077339980419,0.6212547323671265
1210,674.0612173940355,0.5570753862760623
1726,790.8450060743213,0.4581952526502441
1736,1003.7938185613555,0.5782222457150665
1841,908.1739819627126,0.4933047158950095
1593,736.6800469945068,0.4624482404234192
1056,657.3140649018045,0.6224565008539815
1187,779.6689251695456,0.656839869561538
1092,705.8304850167332,0.6463649130189865
1647,748.7548346286248,0.45461738593116263
1267,605.6773548735417,0.47804053265472907
1474,768.1339923844407,0.5211221115226871
1611,757.7469378467694,0.4703581240513776
1537,740.3586656653122,0.48169073888439307
1360,732.3701090070128,0.5385074330933918
1526,777.9527203208609,0.5097986371696336
2000,641.2847424459654,0.3206423712229827
1604,762.7941172784522,0.4755574297247208
1562,873.8378246885355,0.5594352270733262
1496,730.1165681342834,0.48804583431436055
1704,736.6867133531722,0.4323278834232231
1349,773.0295576714745,0.5730389604681057
1212,803.4600687503976,0.6629208488039584
1296,742.9557099657036,0.5732682947266231
1744,934.5534692365638,0.5358678149292224
1187,776.8466951590578,0.6544622537144548
1242,771.6294744817383,0.6212797701141209
